"","plot","HNO","DWTOTALLEAF","DWMSL","DWLBR","DWTOTALSTEM","DWAP","DWGP","DWMP","DWPOD","WHOLE","geno","DAP","site"
"1171","219",7,20.83,8.31,12.52,17.97,NA,NA,NA,0.243,39.043,"RIJC147",56,1
"1172","219",6,10.573,8.583,1.99,5.3,NA,NA,NA,0.218,16.091,"RIJC147",49,1
"1173","219",9,31.66,NA,31.66,58.81,0.183,NA,NA,14.435,104.905,"RIJC147",70,1
"1174","22",1,0.12,0.12,NA,0.0206,NA,NA,NA,0,0.1406,"RIJC363",13,1
"1175","22",5,11.506,2.548,8.958,8.665,NA,NA,NA,0.612,20.783,"RIJC363",41,1
"1176","22",6,12.842,2.415,10.427,8.87,NA,NA,NA,0.519,22.231,"RIJC363",48,1
"1177","22",8,50.853,4.943,45.91,49.09,NA,NA,NA,14.828,114.771,"RIJC363",62,1
"1178","22",10,15.73,NA,15.73,29.68,1.268,NA,39.362,40.63,86.04,"RIJC363",76,1
"1179","22",2,0.5935,0.5897,0.0038,0.1169,NA,NA,NA,0,0.7104,"RIJC363",20,1
"1180","22",11,1.275,NA,1.275,31.17,2.682,0.079,41.26,44.021,76.466,"RIJC363",110,1
"1181","22",3,1.53,1.36,0.17,0.375,NA,NA,NA,0,1.905,"RIJC363",27,1
"1182","22",7,24.39,2.16,22.23,21.36,NA,NA,NA,2.54,48.29,"RIJC363",55,1
"1183","22",9,26.16,NA,26.16,36.09,20.44,NA,NA,21.347,83.597,"RIJC363",69,1
"1184","220",6,8.779,3.339,5.44,4.45,NA,NA,NA,0.092,13.321,"RIJC241",49,1
"1185","220",8,19.515,3.125,16.39,12.76,NA,NA,NA,0.513,32.788,"RIJC241",63,1
"1186","220",10,14.4,NA,14.4,16.23,NA,NA,NA,7.821,38.451,"RIJC241",77,1
"1187","220",11,7.32,NA,7.32,44.23,1.222,NA,5.581,6.803,58.353,"RIJC241",112,1
"1188","221",3,1.75,1.304,0.446,0.8645,NA,NA,NA,0,2.6145,"RIJC367",28,1
"1189","221",4,2.333,1.602,0.731,0.856,NA,NA,NA,0,3.189,"RIJC367",35,1
"1190","221",5,9.181,3.846,5.335,3.941,NA,NA,NA,0,13.122,"RIJC367",42,1
"1191","221",7,30.741,2.691,28.05,25.36,NA,NA,NA,4.365,60.466,"RIJC367",56,1
"1192","221",8,20.586,2.001,18.585,24.16,NA,NA,NA,6.388,51.134,"RIJC367",63,1
"1193","221",9,10.5,NA,10.5,7.46,0.126,NA,NA,0.126,18.086,"RIJC367",70,1
"1194","221",10,28.2,NA,28.2,36.91,0.597,NA,NA,14.211,79.321,"RIJC367",77,1
"1195","221",11,0,NA,NA,44.14,3.445,NA,14.161,17.606,61.746,"RIJC367",112,1
"1196","222",9,9.65,NA,9.65,10.64,0.23,NA,NA,2.51,22.8,"RIJC250",70,1
"1197","222",11,0,NA,NA,31.6,0.811,NA,33.65,34.461,66.061,"RIJC250",112,1
"1198","222",8,16.263,3.243,13.02,20.16,NA,NA,NA,6.924,43.347,"RIJC250",63,1
"1199","222",6,6.342,2.482,3.86,4.11,NA,NA,NA,0,10.452,"RIJC250",49,1
"1200","222",10,13.3,NA,13.3,15.63,0.693,NA,NA,9.19,38.12,"RIJC250",77,1
"1201","222",7,13.481,2.081,11.4,10.46,NA,NA,NA,2.745,26.686,"RIJC250",56,1
"1202","223",3,1.284,1.208,0.076,0.386,NA,NA,NA,0,1.67,"RIJC145",28,1
"1203","223",1,0,NA,NA,0.0316333333333333,NA,NA,NA,0,0.0316333333333333,"RIJC145",14,1
"1204","223",2,0.4936,0.4936,NA,0.0884,NA,NA,NA,0,0.582,"RIJC145",21,1
"1205","223",4,2.858,2.522,0.336,1.08,NA,NA,NA,0,3.938,"RIJC145",35,1
"1206","223",9,11.18,NA,11.18,14.265,0.12,NA,NA,6.135,31.58,"RIJC145",70,1
"1207","223",6,16.491,5.352,11.139,11.551,NA,NA,NA,0.332,28.374,"RIJC145",49,1
"1208","223",11,2.14,NA,2.14,13.99,2.87,0.12,12.44,15.43,31.56,"RIJC145",95,1
"1209","223",5,6.737,2.621,4.116,2.945,NA,NA,NA,0,9.682,"RIJC145",42,1
"1210","223",8,10.828,3.948,6.88,12.93,NA,NA,NA,6.049,29.807,"RIJC145",63,1
"1211","223",7,18.418,5.018,13.4,10.89,NA,NA,NA,0.876,30.184,"RIJC145",56,1
"1212","223",10,13.8,NA,13.8,21.89,1.27,NA,NA,19.889,55.579,"RIJC145",77,1
"1213","224",1,0,NA,NA,0.01,NA,NA,NA,0,0.01,"RIJC302",14,1
"1214","224",5,3.661,1.683,1.978,0.755,NA,NA,NA,0,4.416,"RIJC302",42,1
"1215","224",8,11.632,3.814,7.818,20.928,NA,NA,NA,0,32.56,"RIJC302",63,1
"1216","224",9,11.58,NA,11.58,11.59,0.6,NA,NA,8.58,31.75,"RIJC302",70,1
"1217","224",11,0,NA,NA,13.13,NA,NA,39.04,39.04,52.17,"RIJC302",111,1
"1218","224",6,8.554,3.97,4.584,5.286,NA,NA,NA,0.53,14.37,"RIJC302",49,1
"1219","224",10,13.33,NA,13.33,NA,0.503,NA,NA,45.463,58.793,"RIJC302",77,1
"1220","224",7,19.409,4.169,15.24,10.34,NA,NA,NA,6.608,36.357,"RIJC302",56,1
"1221","225",4,3.816,2.576,1.24,1.48,NA,NA,NA,0,5.296,"RIJC074",35,1
"1222","225",6,10.793,4.543,6.25,5.71,NA,NA,NA,0,16.503,"RIJC074",49,1
"1223","225",2,0.449,0.449,NA,0.0835,NA,NA,NA,0,0.5325,"RIJC074",21,1
"1224","225",8,24.483,3.678,20.805,16.595,NA,NA,NA,1.936,43.014,"RIJC074",63,1
"1225","225",5,6.938,2.743,4.195,3.322,NA,NA,NA,0.045,10.305,"RIJC074",42,1
"1226","225",10,21.49,NA,21.49,29.54,0.721,NA,NA,18.311,69.341,"RIJC074",77,1
"1227","225",7,19.814,5.584,14.23,10.01,NA,NA,NA,0,29.824,"RIJC074",56,1
"1228","225",3,0.776,0.762,0.014,0.223,NA,NA,NA,0,0.999,"RIJC074",28,1
"1229","225",9,26.74,NA,26.74,24.75,0.35,NA,NA,7.666,59.156,"RIJC074",70,1
"1230","225",1,0.1422,0.1422,NA,0.03,NA,NA,NA,0,0.1722,"RIJC074",14,1
"1231","225",11,0.005,NA,0.005,21.34,1.86,NA,NA,13,34.345,"RIJC074",111,1
"1232","226",1,0.112,0.112,NA,0.0177,NA,NA,NA,0,0.1297,"RIJC035",14,1
"1233","226",6,15.042,6.992,8.05,11.22,NA,NA,NA,0.972,27.234,"RIJC035",49,1
"1234","226",3,1.676,1.391,0.285,0.549,NA,NA,NA,0,2.225,"RIJC035",28,1
"1235","226",8,12.533,1.713,10.82,18.06,NA,NA,NA,14.11,44.703,"RIJC035",63,1
"1236","226",9,15.81,NA,15.81,27.08,0.759,NA,NA,19.95,62.84,"RIJC035",70,1
"1237","226",10,20.51,NA,20.51,24.09,NA,NA,NA,23.64,68.24,"RIJC035",77,1
"1238","226",11,0,NA,NA,23.58,4.087,NA,23.73,27.817,51.397,"RIJC035",112,1
"1239","226",5,9.256,3.744,5.512,5.227,NA,NA,NA,0.122,14.605,"RIJC035",42,1
"1240","226",2,0.4155,0.3994,0.0161,0.0771,NA,NA,NA,0,0.4926,"RIJC035",21,1
"1241","226",7,11.09,3.93,7.16,12.5,NA,NA,NA,4.667,28.257,"RIJC035",56,1
"1242","226",4,3.594,2.218,1.376,1.431,NA,NA,NA,0,5.025,"RIJC035",35,1
"1243","227",4,2.54,1.472,1.068,0.776,NA,NA,NA,0,3.316,"RIJC255",35,1
"1244","227",5,9.696,1.708,7.988,4.835,NA,NA,NA,0.941,15.472,"RIJC255",42,1
"1245","227",6,14.619,1.539,13.08,7.16,NA,NA,NA,0,21.779,"RIJC255",49,1
"1246","227",11,8.17,NA,8.17,49.87,0.547,0.01,6.598,7.155,65.195,"RIJC255",112,1
"1247","227",8,15.432,4.332,11.1,12.58,NA,NA,NA,0.149,28.161,"RIJC255",63,1
"1248","227",7,24.76,2.36,22.4,18.32,NA,NA,NA,1.508,44.588,"RIJC255",56,1
"1249","227",10,15.68,NA,15.68,14.75,4.457,NA,NA,6.567,36.997,"RIJC255",77,1
"1250","228",6,12.451,4.321,8.13,10.5,NA,NA,NA,0,22.951,"RIJC144",49,1
"1251","228",2,0.2461,0.2097,0.0364,NA,NA,NA,NA,0,0.2461,"RIJC144",21,1
"1252","228",8,20.704,5.224,15.48,23.44,NA,NA,NA,0.858,45.002,"RIJC144",63,1
"1253","228",5,9.957,3.576,6.381,4.524,NA,NA,NA,0,14.481,"RIJC144",42,1
"1254","228",10,32.88,NA,32.88,71.36,0.602,NA,NA,20.936,125.176,"RIJC144",77,1
"1255","228",7,26.261,6.811,19.45,16.91,NA,NA,NA,1.695,44.866,"RIJC144",56,1
"1256","228",11,2.84,NA,2.84,55.12,3.84,NA,70.86,74.78,132.74,"RIJC144",112,1
"1257","228",9,41.81,NA,41.81,41.96,0.166,NA,NA,3.623,87.393,"RIJC144",70,1
"1258","228",1,0.1302,0.1302,NA,0.0272,NA,NA,NA,0,0.1574,"RIJC144",14,1
"1259","228",3,1.086,0.938,0.148,0.277,NA,NA,NA,0,1.363,"RIJC144",28,1
"1260","229",10,12.43,NA,12.43,11.93,NA,NA,NA,10.85,35.21,"RIJC232",77,1
"1261","229",11,1.86,NA,1.86,50.18,NA,1.55,7.73,9.28,61.32,"RIJC232",111,1
"1262","23",3,1.6,1.476,0.124,0.352,NA,NA,NA,0,1.952,"RIJC146",27,1
"1263","23",6,19.429,6.977,12.452,12.092,NA,NA,NA,0.0146,31.5356,"RIJC146",48,1
"1264","23",8,31.394,4.94,26.454,27.85,NA,NA,NA,12.132,71.376,"RIJC146",62,1
"1265","23",9,25.78,NA,25.78,28.321,0.491,NA,NA,20.703,74.804,"RIJC146",69,1
"1266","23",10,43.01,NA,43.01,57.32,2.47,NA,NA,90.61,190.94,"RIJC146",76,1
"1267","23",11,4.176,NA,4.176,32.68,3.687,0.538,54.32,58.545,95.401,"RIJC146",110,1
"1268","23",5,8.604,5.298,3.306,3.644,NA,NA,NA,0,12.248,"RIJC146",41,1
"1269","23",1,0.138,0.138,NA,0.0188,NA,NA,NA,0,0.1568,"RIJC146",13,1
"1270","23",7,37.765,5.395,32.37,21.03,NA,NA,NA,4.101,62.896,"RIJC146",55,1
"1271","23",2,0.5078,0.4955,0.0123,0.0825,NA,NA,NA,0,0.5903,"RIJC146",20,1
"1272","230",1,0.0849,0.0849,NA,0.0145,NA,NA,NA,0,0.0994,"RIJC334",14,1
"1273","230",1,0.0849,0.0849,NA,0.0145,NA,NA,NA,0,0.0994,"RIJC334",14,1
"1274","230",2,0.8531,0.8531,NA,0.421,NA,NA,NA,0,1.2741,"RIJC334",21,1
"1275","230",2,0.8531,0.8531,NA,0.421,NA,NA,NA,0,1.2741,"RIJC334",21,1
"1276","230",3,4.405,2.976,1.429,1.72,NA,NA,NA,0,6.125,"RIJC334",28,1
"1277","230",3,4.405,2.976,1.429,1.72,NA,NA,NA,0,6.125,"RIJC334",28,1
"1278","230",8,29.471,4.981,24.49,35.988,NA,NA,NA,6.514,71.973,"RIJC334",63,1
"1279","230",8,29.471,4.981,24.49,35.988,NA,NA,NA,6.514,71.973,"RIJC334",63,1
"1280","230",5,11.236,NA,11.236,15.7115,0.149,NA,NA,4.229,31.1765,"RIJC334",42,1
"1281","230",5,11.236,NA,11.236,15.7115,0.149,NA,NA,4.229,31.1765,"RIJC334",42,1
"1282","230",7,27.773,11.623,16.15,23.81,NA,NA,NA,2.381,53.964,"RIJC334",56,1
"1283","230",7,27.773,11.623,16.15,23.81,NA,NA,NA,2.381,53.964,"RIJC334",56,1
"1284","230",4,6.012,3.246,2.766,2.591,NA,NA,NA,0,8.603,"RIJC334",35,1
"1285","230",4,6.012,3.246,2.766,2.591,NA,NA,NA,0,8.603,"RIJC334",35,1
"1286","230",10,20.53,NA,20.53,31.89,0.106,NA,NA,20.031,72.451,"RIJC334",77,1
"1287","230",10,20.53,NA,20.53,31.89,0.106,NA,NA,20.031,72.451,"RIJC334",77,1
"1288","230",6,22.222,6.882,15.34,17.62,NA,NA,NA,0,39.842,"RIJC334",49,1
"1289","230",6,22.222,6.882,15.34,17.62,NA,NA,NA,0,39.842,"RIJC334",49,1
"1290","231",11,2.209,NA,2.209,5.14,0.024,NA,3.219,3.243,10.592,"RIJC081",111,1
"1291","232",11,3.363,NA,3.363,20.405,1.4365,NA,3.719,5.1555,28.9235,"RIJC237",112,1
"1292","233",1,0.19185,0.19185,NA,NA,NA,NA,NA,0,0.19185,"RIJC203",14,1
"1293","233",2,0.4807,0.4807,NA,0.1152,NA,NA,NA,0,0.5959,"RIJC203",21,1
"1294","233",3,1.89,1.798,0.092,0.631,NA,NA,NA,0,2.521,"RIJC203",28,1
"1295","233",4,4.429,3.582,0.847,1.554,NA,NA,NA,0,5.983,"RIJC203",35,1
"1296","233",5,11.739,3.302,8.437,6.573,NA,NA,NA,0,18.312,"RIJC203",42,1
"1297","233",10,19.47,NA,19.47,34.52,3.366,NA,NA,17.656,71.646,"RIJC203",77,1
"1298","233",7,32.262,4.682,27.58,27.93,NA,NA,NA,6.073,66.265,"RIJC203",56,1
"1299","233",6,11.131,4.59,6.541,8.968,NA,NA,NA,0,20.099,"RIJC203",49,1
"1300","233",9,47.02,NA,47.02,65.61,30.178,NA,NA,31.83,144.46,"RIJC203",70,1
"1301","233",8,14.703,2.133,12.57,13.81,NA,NA,NA,1.559,30.072,"RIJC203",63,1
"1302","233",11,0,NA,NA,36.35,5.975,NA,36.37,42.345,78.695,"RIJC203",112,1
"1303","234",1,0.1049,0.1049,NA,0.021,NA,NA,NA,0,0.1259,"RIJC030",14,1
"1304","234",4,4.24,2.88,1.36,1.324,NA,NA,NA,0,5.564,"RIJC030",35,1
"1305","234",5,8.944,4.202,4.742,2.914,NA,NA,NA,0,11.858,"RIJC030",42,1
"1306","234",8,17.515,4.405,13.11,11.99,NA,NA,NA,0.103,29.608,"RIJC030",63,1
"1307","234",9,38.24,NA,38.24,33.21,1.04,NA,NA,41.09,112.54,"RIJC030",70,1
"1308","234",11,38.53,NA,38.53,100.49,0.69,NA,35.34,36.12,175.14,"RIJC030",112,1
"1309","234",6,15.769,4.619,11.15,6.73,NA,NA,NA,0,22.499,"RIJC030",49,1
"1310","234",10,22.72,NA,22.72,18.78,0.226,NA,NA,0.638,42.138,"RIJC030",77,1
"1311","234",7,20.465,3.852,16.613,9.347,NA,NA,NA,0,29.812,"RIJC030",56,1
"1312","235",8,19.149,5.3525,13.7965,9.9505,NA,NA,NA,0.1075,29.207,"RIJC208",63,1
"1313","235",10,27.75,NA,27.75,44.69,12.48,NA,NA,44.15,116.59,"RIJC208",77,1
"1314","235",5,9.962,4.706,5.256,4.201,NA,NA,NA,0,14.163,"RIJC208",42,1
"1315","235",7,18.213,4.173,14.04,9.18,NA,NA,NA,0,27.393,"RIJC208",56,1
"1316","235",9,13.98,NA,13.98,14.95,0.15,NA,NA,0.69,29.62,"RIJC208",70,1
"1317","235",1,0.1242,0.1242,NA,0.0226,NA,NA,NA,0,0.1468,"RIJC208",14,1
"1318","235",11,15.35,NA,15.35,65.45,17.71,NA,NA,74,154.8,"RIJC208",111,1
"1319","236",1,0.2117,0.2117,NA,0.0365,NA,NA,NA,0,0.2482,"RIJC224",14,1
"1320","236",2,0.7662,0.7581,0.0081,0.1422,NA,NA,NA,0,0.9084,"RIJC224",21,1
"1321","236",3,5.09,3.492,1.598,2,NA,NA,NA,0,7.09,"RIJC224",28,1
"1322","236",4,4.614,2.628,1.986,1.804,NA,NA,NA,0,6.418,"RIJC224",35,1
"1323","236",5,8.415,3.791,4.624,4.042,NA,NA,NA,0,12.457,"RIJC224",42,1
"1324","236",10,15.47,NA,15.47,36.85,0.594,NA,NA,32.554,84.874,"RIJC224",77,1
"1325","236",7,17.474,5.144,12.33,14.36,NA,NA,NA,5.385,37.219,"RIJC224",56,1
"1326","236",9,27.12,NA,27.12,44.08,0.128,NA,NA,22.725,93.925,"RIJC224",70,1
"1327","236",6,23.278,7.648,15.63,14.76,NA,NA,NA,0.122,38.16,"RIJC224",49,1
"1328","236",11,13.53,NA,13.53,68.85,2.144,NA,NA,31.564,113.944,"RIJC224",111,1
"1329","236",8,26.022,4.033,21.989,26.433,NA,NA,NA,2.699,55.154,"RIJC224",63,1
"1330","237",1,0.2106,0.2106,NA,0.0381,NA,NA,NA,0,0.2487,"TM8",14,1
"1331","237",2,0.5979,0.5979,NA,0.1325,NA,NA,NA,0,0.7304,"TM8",21,1
"1332","237",3,3.212,2.356,0.856,1.088,NA,NA,NA,0,4.3,"TM8",28,1
"1333","237",4,7.586,4.9,2.686,3.22,NA,NA,NA,0,10.806,"TM8",35,1
"1334","237",5,7.307,2.918,4.389,4.185,NA,NA,NA,0,11.492,"TM8",42,1
"1335","237",6,22.182,3.652,18.53,15.82,NA,NA,0.437,0.437,38.439,"TM8",49,1
"1336","237",7,25.455,NA,25.455,26.115,NA,NA,NA,0,51.57,"TM8",56,1
"1337","237",8,25.675,1.345,24.33,34.93,NA,NA,NA,52.21,112.815,"TM8",63,1
"1338","237",10,6.74,NA,6.74,17.98,6.51,NA,NA,50.31,75.03,"TM8",77,1
"1339","237",11,4.16,NA,4.16,22.77,5.48,1.1,33.11,39.69,66.62,"TM8",111,1
"1340","238",5,11.086,4.333,6.753,5.052,NA,NA,NA,0,16.138,"RIJC079",42,1
"1341","238",7,15.107,2.087,13.02,16.89,NA,NA,NA,8.919,40.916,"RIJC079",56,1
"1342","238",4,3.0918,2.00905,1.08275,0.9533,NA,NA,NA,0,4.0451,"RIJC079",35,1
"1343","238",9,19.09,NA,19.09,32.68,1.98,NA,NA,14.43,66.2,"RIJC079",70,1
"1344","238",6,4.591,4.511,0.08,1.81,NA,NA,NA,0.83,7.231,"RIJC079",49,1
"1345","238",8,16.685,2.478,14.207,25.97,NA,NA,NA,7.475,50.13,"RIJC079",63,1
"1346","238",1,0,NA,NA,0.0148,NA,NA,NA,0,0.0148,"RIJC079",14,1
"1347","238",10,13.97,NA,13.97,23.39,1.11,NA,NA,5.073,42.433,"RIJC079",77,1
"1348","238",2,0.2973,0.2536,0.0437,NA,NA,NA,NA,0,0.2973,"RIJC079",21,1
"1349","239",4,3.504,2.126,1.378,1.022,NA,NA,NA,0,4.526,"RIJC206",35,1
"1350","239",7,28.171,8.045,20.126,19.184,NA,NA,NA,4.7,52.055,"RIJC206",56,1
"1351","239",8,23.239,3.249,19.99,23.23,NA,NA,NA,0.245,46.714,"RIJC206",63,1
"1352","239",10,34.57,NA,34.57,38.87,0.251,NA,NA,26.896,100.336,"RIJC206",77,1
"1353","239",9,23.68,NA,23.68,36.61,0.0046,NA,NA,95.0346,155.3246,"RIJC206",70,1
"1354","239",5,11.707,3.189,8.518,4.605,NA,NA,NA,0,16.312,"RIJC206",42,1
"1355","239",11,15.74,NA,15.74,57.09,1.217,NA,30.703,31.92,104.75,"RIJC206",112,1
"1356","239",6,17.016,5.186,11.83,6.37,NA,NA,NA,0.264,23.65,"RIJC206",49,1
"1357","24",1,0,NA,NA,0.0299,NA,NA,NA,0,0.0299,"JAM",13,1
"1358","24",2,0.4606,0.4606,NA,0.0639,NA,NA,NA,0,0.5245,"JAM",20,1
"1359","24",3,1.311,1.29,0.021,0.239,NA,NA,NA,0,1.55,"JAM",27,1
"1360","24",5,12.119,6.345,5.774,6.035,NA,NA,NA,0,18.154,"JAM",41,1
"1361","24",6,9.718,5.648,4.07,3.95,NA,NA,NA,0,13.668,"JAM",48,1
"1362","24",7,23.51,NA,23.51,15.95,NA,NA,NA,2.415,41.875,"JAM",55,1
"1363","24",10,16.58,NA,16.58,33.91,1.087,NA,NA,34.824,85.314,"JAM",76,1
"1364","24",11,6.177,NA,6.177,35.84,7.707,0.277,32.198,40.182,82.199,"JAM",111,1
"1365","24",8,18.854,1.664,17.19,21.34,NA,NA,NA,3.502,43.696,"JAM",62,1
"1366","240",1,0,NA,NA,0.0218,NA,NA,NA,0,0.0218,"RIJC331",14,1
"1367","240",5,10.201,1.509,8.692,5.679,NA,NA,NA,0,15.88,"RIJC331",42,1
"1368","240",7,17.123,3.073,14.05,19.28,NA,NA,NA,2.551,38.954,"RIJC331",56,1
"1369","240",4,4.708,2.641,2.067,1.601,NA,NA,NA,0,6.309,"RIJC331",35,1
"1370","240",9,22.03,NA,22.03,33.56,NA,NA,NA,14.07,69.66,"RIJC331",70,1
"1371","240",6,15.415,3.645,11.77,11.04,NA,NA,NA,3.1975,29.6525,"RIJC331",49,1
"1372","240",11,1.06,NA,1.06,14.09,2.471,NA,NA,11.901,27.051,"RIJC331",112,1
"1373","240",8,31.268,3.648,27.62,29.82,NA,NA,NA,4.332,65.42,"RIJC331",63,1
"1374","240",2,0.3445,0.3445,NA,0.0858,NA,NA,NA,0,0.4303,"RIJC331",21,1
"1375","240",10,12.65,NA,12.65,26.72,2.7,NA,NA,16.215,55.585,"RIJC331",77,1
"1376","240",3,1.628,1.364,0.264,0.538,NA,NA,NA,0,2.166,"RIJC331",28,1
"1377","241",4,5.59,3.11,2.48,2.74,NA,NA,NA,0,8.33,"RIJC331",40,2
"1378","241",6,8.15,2.49,5.66,5.91,NA,NA,NA,0.98,15.04,"RIJC331",54,2
"1379","241",5,7.865,2.892,4.973,5.436,NA,NA,0.606,0.606,13.907,"RIJC331",47,2
"1380","241",1,0.2682,0.2682,NA,0.0394,NA,NA,NA,0,0.3076,"RIJC331",19,2
"1381","241",7,17.05,NA,17.05,12.08,0.143,NA,NA,0.288,29.418,"RIJC331",62,2
"1382","241",3,1.066,1.002,0.064,0.313,NA,NA,NA,0,1.379,"RIJC331",34,2
"1383","242",4,4.629,2.854,1.775,3.014,NA,NA,NA,0,7.643,"CAL",40,2
"1384","242",1,0,NA,NA,NA,NA,NA,NA,0,0,"CAL",19,2
"1385","242",3,2.082,1.817,0.265,0.69,NA,NA,NA,0,2.772,"CAL",34,2
"1386","242",5,8.109,3.432,4.677,4.229,NA,NA,NA,0,12.338,"CAL",47,2
"1387","242",6,11.27,NA,11.27,6.27,NA,NA,NA,0,17.54,"CAL",54,2
"1388","242",7,15.82,NA,15.82,11.1,NA,NA,NA,0,26.92,"CAL",62,2
"1389","242",8,8.69,NA,8.69,9.32,NA,NA,NA,0,18.01,"CAL",68,2
"1390","243",3,0.3385,0.3385,NA,0.1034,NA,NA,NA,0,0.4419,"RIJC004",34,2
"1391","243",1,0.1458,0.1458,NA,0.0237,NA,NA,NA,0,0.1695,"RIJC004",19,2
"1392","243",6,4.98,2.76,2.22,3.11,NA,NA,NA,0,8.09,"RIJC004",54,2
"1393","243",4,4.34,2.93,1.41,1.81,NA,NA,NA,0,6.15,"RIJC004",40,2
"1394","244",1,0.1975,0.1975,NA,0.0335,NA,NA,NA,0,0.231,"RIJC079",19,2
"1395","244",6,10.95,NA,10.95,7.15,NA,NA,NA,1.02,19.12,"RIJC079",54,2
"1396","244",3,1.011,0.98,0.031,0.261,NA,NA,NA,0,1.272,"RIJC079",34,2
"1397","244",5,8.07,1.957,6.113,3.925,NA,NA,NA,0,11.995,"RIJC079",47,2
"1398","244",4,4.46,3.31,1.15,1.87,NA,NA,NA,0,6.33,"RIJC079",40,2
"1399","244",8,13.34,NA,13.34,15.83,NA,NA,NA,0,29.17,"RIJC079",68,2
"1400","245",3,0.91,0.8,0.11,0.33,NA,NA,NA,0,1.24,"RIJC136",34,2
"1401","245",7,13.59,NA,13.59,10.51,NA,NA,NA,0,24.1,"RIJC136",62,2
"1402","245",1,0.2644,0.2644,NA,0.0472,NA,NA,NA,0,0.3116,"RIJC136",19,2
"1403","246",1,0.0855,0.0855,NA,0.0236,NA,NA,NA,0,0.1091,"RIJC147",19,2
"1404","246",3,1.42,1.13,0.29,0.49,NA,NA,NA,0,1.91,"RIJC147",34,2
"1405","246",8,11.7,NA,11.7,12.7,NA,NA,NA,0,24.4,"RIJC147",68,2
"1406","246",5,7.621,3.402,4.219,4.252,NA,NA,NA,0,11.873,"RIJC147",47,2
"1407","246",7,13.19,NA,13.19,12.36,NA,NA,NA,0,25.55,"RIJC147",62,2
"1408","246",6,8.87,2.49,6.38,7.3,NA,NA,NA,0,16.17,"RIJC147",54,2
"1409","246",4,5.16,3.63,1.53,2.29,NA,NA,NA,0,7.45,"RIJC147",40,2
"1410","247",5,3.352,1.421,1.931,1.839,NA,NA,NA,0,5.191,"RIJC337",47,2
"1411","247",3,2.181,1.574,0.607,1.09,NA,NA,NA,0,3.271,"RIJC337",34,2
"1412","247",4,5.94,3.79,2.15,2.49,NA,NA,NA,0,8.43,"RIJC337",40,2
"1413","247",6,9.73,NA,9.73,6.94,NA,NA,NA,0,16.67,"RIJC337",54,2
"1414","247",8,11.4,NA,11.4,13.45,0.012,NA,NA,0.064,24.914,"RIJC337",68,2
"1415","249",1,0.36905,0.36905,NA,0.09675,NA,NA,NA,0,0.4658,"RIJC367",19,2
"1416","249",3,1.047,0.06,0.987,0.394,NA,NA,NA,0,1.441,"RIJC367",34,2
"1417","249",4,12.7,4.57,8.13,2.57,NA,NA,NA,0,15.27,"RIJC367",40,2
"1418","249",8,7.21,NA,7.21,7.7,NA,NA,NA,0,14.91,"RIJC367",68,2
"1419","249",6,10.63,3.7,6.93,6.56,NA,NA,NA,0,17.19,"RIJC367",54,2
"1420","249",5,4.597,2.482,2.115,2.108,NA,NA,NA,0,6.705,"RIJC367",47,2
"1421","249",7,15.39,NA,15.39,10.84,0.02,NA,NA,0.07,26.3,"RIJC367",62,2
"1422","25",5,10.591,5.773,4.818,4.835,NA,NA,NA,0,15.426,"RIJC243",41,1
"1423","25",2,0.719,0.708,0.011,0.1276,NA,NA,NA,0,0.8466,"RIJC243",20,1
"1424","25",7,32.169,5.889,26.28,17.59,NA,NA,NA,0.512,50.271,"RIJC243",55,1
"1425","25",4,4.4149,2.8842,1.5307,1.6766,NA,NA,NA,0,6.0915,"RIJC243",34,1
"1426","25",10,57.94,NA,57.94,54.03,0.46,NA,NA,11.83,123.8,"RIJC243",76,1
"1427","25",6,15.75,5.32,10.43,9.38,NA,0.169,NA,0.169,25.299,"RIJC243",48,1
"1428","25",11,11.71,NA,11.71,35.85,6.21,0.21,19.51,25.93,73.49,"RIJC243",104,1
"1429","25",8,52.82,7,45.82,42.57,NA,NA,NA,42.18,137.57,"RIJC243",62,1
"1430","25",1,0.2801,0.2801,NA,0.0461,NA,NA,NA,0,0.3262,"RIJC243",13,1
"1431","25",3,1.811,1.462,0.349,0.388,NA,NA,NA,0,2.199,"RIJC243",27,1
"1432","250",7,17.27,NA,17.27,13.71,NA,NA,NA,0,30.98,"RIJC019",62,2
"1433","250",8,7.82,NA,7.82,3.73,0.058,NA,NA,0.07,11.62,"RIJC019",68,2
"1434","250",1,0.1587,0.1587,NA,0.0403,NA,NA,NA,0,0.199,"RIJC019",19,2
"1435","250",4,4.89,2.99,1.9,1.68,NA,NA,NA,0,6.57,"RIJC019",40,2
"1436","251",1,0.1176,0.1176,NA,0.0365,NA,NA,NA,0,0.1541,"RIJC235",19,2
"1437","251",3,1.52,1.506,0.014,0.377,NA,NA,NA,0,1.897,"RIJC235",34,2
"1438","251",4,8.039,3.789,4.25,3.774,NA,NA,NA,0,11.813,"RIJC235",40,2
"1439","251",5,20.9655,NA,20.9655,14.3455,NA,NA,NA,0,35.311,"RIJC235",47,2
"1440","251",7,13.933,6.944,6.989,9.008,NA,NA,NA,0,22.941,"RIJC235",62,2
"1441","251",8,12.257,NA,12.257,13.36,NA,NA,1.319,1.319,26.936,"RIJC235",68,2
