"","plot","HNO","DWTOTALLEAF","DWMSL","DWLBR","DWTOTALSTEM","DWAP","DWGP","DWMP","DWPOD","WHOLE","geno","DAP","site"
"3244","64",6,20.043,6.133,13.91,19.52,NA,NA,NA,0.496,40.059,"TM9",48,1
"3245","64",7,16.17,5.6,10.57,15.74,NA,NA,NA,3.851,35.761,"TM9",55,1
"3246","64",8,29.396,7.116,22.28,40.11,NA,NA,NA,44.04,113.546,"TM9",62,1
"3247","64",10,12.775,NA,12.775,32.29,2.8695,NA,NA,55.7295,100.7945,"TM9",76,1
"3248","64",11,2.51,NA,2.51,25.13,2.48,2.87,93.12,98.47,126.11,"TM9",85,1
"3249","65",1,0.2876,0.2876,NA,0.4,NA,NA,NA,0,0.6876,"CAL",13,1
"3250","65",2,0.98407,0.983,0.00107,0.2085,NA,NA,NA,0,1.19257,"CAL",20,1
"3251","65",3,4.94,3.96,0.98,1.55,NA,NA,NA,0,6.49,"CAL",27,1
"3252","65",4,9.9527,3.3639,6.5888,5.1923,NA,NA,NA,0,15.145,"CAL",34,1
"3253","65",5,14.163,4.196,9.967,9.526,NA,NA,NA,0,23.689,"CAL",41,1
"3254","65",6,22.552,4.453,18.099,17.306,NA,NA,NA,1.989,41.847,"CAL",48,1
"3255","65",7,40.193,4.543,35.65,37.64,NA,NA,NA,8.382,86.215,"CAL",55,1
"3256","65",8,29,4.4,24.6,27.44,NA,NA,NA,9.82,66.26,"CAL",62,1
"3257","65",9,29.81,NA,29.81,47.3,0.522,NA,NA,11.123,88.233,"CAL",69,1
"3258","65",10,43.57,NA,43.57,72.95,NA,NA,46.33,46.33,162.85,"CAL",76,1
"3259","65",11,9.78,NA,9.78,46.31,2.77,22.09,NA,24.86,80.95,"CAL",111,1
"3260","66",1,0.169,0.169,NA,0.0253,NA,NA,NA,0,0.1943,"RIJC016",13,1
"3261","66",2,0.8067,0.7945,0.0122,0.1305,NA,NA,NA,0,0.9372,"RIJC016",20,1
"3262","66",3,1.956,1.883,0.073,0.417,NA,NA,NA,0,2.373,"RIJC016",27,1
"3263","66",5,19.272,4.883,14.389,10.033,NA,NA,NA,0,29.305,"RIJC016",41,1
"3264","66",6,21.322,7.932,13.39,9.49,NA,NA,NA,0,30.812,"RIJC016",48,1
"3265","66",7,21.37,7.69,13.68,11.98,NA,NA,NA,1.003,34.353,"RIJC016",55,1
"3266","66",8,16.737,2.977,13.76,14.67,NA,NA,NA,0.272,31.679,"RIJC016",62,1
"3267","66",10,34.44,NA,34.44,25.59,NA,NA,NA,31.256,91.286,"RIJC016",76,1
"3268","66",11,5.94,NA,5.94,39.22,3.252,0.998,13.379,17.629,62.789,"RIJC016",111,1
"3269","67",1,0.1709,0.1709,NA,0.0277,NA,NA,NA,0,0.1986,"RIJC327",13,1
"3270","67",2,0.4261,0.4261,NA,0.0678,NA,NA,NA,0,0.4939,"RIJC327",20,1
"3271","67",3,0.83,0.488,0.342,0.244,NA,NA,NA,0,1.074,"RIJC327",27,1
"3272","67",5,4.126,1.795,2.331,1.742,NA,NA,NA,0,5.868,"RIJC327",41,1
"3273","67",6,11.665,1.905,9.76,7.188,NA,NA,NA,0.0068,18.8598,"RIJC327",48,1
"3274","67",7,21.23,1.46,19.77,21.3,NA,NA,NA,5.85,48.38,"RIJC327",55,1
"3275","67",8,25.219,4.81,20.409,20.158,NA,NA,NA,6.57,51.947,"RIJC327",62,1
"3276","67",10,24.14,NA,24.14,44.83,2.858,NA,NA,17.189,86.159,"RIJC327",76,1
"3277","67",11,1.714,NA,1.714,30.71,2.551,0.135,NA,28.268,60.692,"RIJC327",106,1
"3278","68",1,0,NA,NA,0.0116,NA,NA,NA,0,0.0116,"RIJC046",13,1
"3279","68",4,3.183,2.093,1.09,1.241,NA,NA,NA,0,4.424,"RIJC046",34,1
"3280","68",5,9.426,1.587,7.839,4.978,NA,NA,NA,0,14.404,"RIJC046",41,1
"3281","68",6,17.8,7.39,10.41,8.49,NA,NA,NA,0,26.29,"RIJC046",48,1
"3282","68",7,15.078,5.018,10.06,8.78,NA,NA,NA,0.259,24.117,"RIJC046",55,1
"3283","68",8,39.46,3.72,35.74,26.58,NA,NA,NA,4.89,70.93,"RIJC046",62,1
"3284","68",9,29,NA,29,32.81,0.167,NA,NA,13.622,75.432,"RIJC046",69,1
"3285","68",10,23.21,NA,23.21,41.67,21.47,NA,NA,21.656,86.536,"RIJC046",76,1
"3286","68",11,0.16,NA,0.16,43.41,15.056,0.108,NA,33.216,76.786,"RIJC046",106,1
"3287","69",1,0.228,0.228,NA,0.0463,NA,NA,NA,0,0.2743,"TM10",13,1
"3288","69",2,0.9182,0.8968,0.0214,0.2126,NA,NA,NA,0,1.1308,"TM10",20,1
"3289","69",3,3.242,2.432,0.81,1.1,NA,NA,NA,0,4.342,"TM10",27,1
"3290","69",5,12.441,5.449,6.992,9.408,NA,NA,NA,0,21.849,"TM10",41,1
"3291","69",6,17.824,5.354,12.47,18.94,NA,NA,NA,1.695,38.459,"TM10",48,1
"3292","69",7,22.484,5.254,17.23,27.89,NA,NA,NA,21.55,71.924,"TM10",55,1
"3293","69",8,24.371,3.54,20.831,28.81,NA,NA,NA,33.244,86.425,"TM10",62,1
"3294","69",9,18.58,NA,18.58,28.74,2.721,NA,NA,77.601,124.921,"TM10",69,1
"3295","69",10,16.62,NA,16.62,25.71,7.445,NA,NA,81.285,123.615,"TM10",76,1
"3296","69",11,3.434,NA,3.434,27.933,5.837,0.091,79.58,85.508,116.875,"TM10",106,1
"3297","7",9,35.66,NA,35.66,44.83,NA,NA,NA,5.484,85.974,"RIJC019",69,1
"3298","7",10,34.36,NA,34.36,57.55,NA,0.967,NA,16.817,108.727,"RIJC019",76,1
"3299","7",11,10.71,NA,10.71,92.8,5.1,NA,2.95,8.05,111.56,"RIJC019",104,1
"3300","70",1,0.2714,0.2714,NA,0.0308,NA,NA,NA,0,0.3022,"RIJC233",13,1
"3301","70",2,0.2874,0.2874,NA,0.0429,NA,NA,NA,0,0.3303,"RIJC233",20,1
"3302","70",3,0.77,0.77,NA,0.128,NA,NA,NA,0,0.898,"RIJC233",27,1
"3303","70",5,14.332,3.749,10.583,6.602,NA,NA,NA,0.191,21.125,"RIJC233",41,1
"3304","70",6,18.982,3.755,15.227,7.656,NA,NA,NA,0.326,26.964,"RIJC233",48,1
"3305","70",7,27.37,5.11,22.26,12.92,NA,NA,NA,3.87,44.16,"RIJC233",55,1
"3306","70",8,51.152,11.232,39.92,37.8,NA,NA,NA,17.915,106.867,"RIJC233",62,1
"3307","70",10,0,NA,NA,54,0.531,NA,NA,28.091,82.091,"RIJC233",76,1
"3308","70",11,11.024,NA,11.024,51.01,8.686,NA,6.342,15.028,77.062,"RIJC233",137,1
"3309","71",1,0.2376,0.2376,NA,0.0397,NA,NA,NA,0,0.2773,"RIJC316",13,1
"3310","71",2,0.7531,0.7466,0.0065,0.1531,NA,NA,NA,0,0.9062,"RIJC316",20,1
"3311","71",3,2.448,1.914,0.534,0.587,NA,NA,NA,0,3.035,"RIJC316",27,1
"3312","71",5,13.344,4.512,8.832,6.768,NA,NA,NA,0,20.112,"RIJC316",41,1
"3313","71",6,18.942,5.462,13.48,11.28,NA,NA,NA,0.101,30.323,"RIJC316",48,1
"3314","71",7,24.384,4.724,19.66,15.66,NA,NA,NA,0.771,40.815,"RIJC316",55,1
"3315","71",8,57.36,8.93,48.43,36.96,NA,NA,NA,26.507,120.827,"RIJC316",62,1
"3316","71",9,41.93,NA,41.93,36.16,0.776,NA,NA,22.189,100.279,"RIJC316",69,1
"3317","71",10,37.8,NA,37.8,40.28,0.4,NA,NA,19.45,97.53,"RIJC316",76,1
"3318","71",11,18.96,NA,18.96,39.85,1.12,NA,NA,17.76,76.57,"RIJC316",111,1
"3319","72",1,0.2604,0.2604,NA,0.0301,NA,NA,NA,0,0.2905,"RIJC073",13,1
"3320","72",2,0.6138,0.5989,0.0149,0.127,NA,NA,NA,0,0.7408,"RIJC073",20,1
"3321","72",3,3.182,2.144,1.038,0.848,NA,NA,NA,0,4.03,"RIJC073",27,1
"3322","72",4,4.184,2.685,1.499,1.876,NA,NA,NA,0,6.06,"RIJC073",34,1
"3323","72",5,23.846,10.679,13.167,12.7,NA,NA,NA,0.157,36.703,"RIJC073",41,1
"3324","72",6,18.03,6.15,11.88,12.93,NA,NA,NA,0.271,31.231,"RIJC073",48,1
"3325","72",7,41.33,8.72,32.61,35.31,NA,NA,NA,0.43,77.07,"RIJC073",55,1
"3326","72",8,73.4,5.99,67.41,48.05,NA,NA,NA,10.418,131.868,"RIJC073",62,1
"3327","72",9,14.66,NA,14.66,23.43,0.69,NA,NA,4.72,42.81,"RIJC073",69,1
"3328","72",10,45.18,NA,45.18,73.13,4.79,NA,NA,12.84,131.15,"RIJC073",76,1
"3329","72",11,1.51,NA,1.51,72.51,5.65,NA,NA,16.27,90.29,"RIJC073",111,1
"3330","73",1,0.2551,0.2551,NA,0.0414,NA,NA,NA,0,0.2965,"TM5",13,1
"3331","73",2,0.7098,0.7021,0.0077,0.147,NA,NA,NA,0,0.8568,"TM5",20,1
"3332","73",3,1.478,1.423,0.055,0.447,NA,NA,NA,0,1.925,"TM5",27,1
"3333","73",5,7.871,4.222,3.649,4.389,NA,NA,NA,0,12.26,"TM5",41,1
"3334","73",6,20.451,6.981,13.47,15.63,NA,NA,NA,0.353,36.434,"TM5",48,1
"3335","73",7,14.738,6.348,8.39,13.73,NA,NA,NA,6.027,34.495,"TM5",55,1
"3336","73",8,33.25,5.02,28.23,41.91,NA,NA,NA,28.927,104.087,"TM5",62,1
"3337","73",9,26.2,NA,26.2,35.21,0.827,NA,NA,54.537,115.947,"TM5",69,1
"3338","73",10,0,NA,NA,26.62,3.33,NA,NA,24.57,51.19,"TM5",76,1
"3339","73",11,0,NA,NA,NA,12.131,0.89,89.27,102.291,102.291,"TM5",90,1
"3340","74",1,0.0937,0.0937,NA,0.0256,NA,NA,NA,0,0.1193,"RIJC326",13,1
"3341","74",6,15.451,2.859,12.592,8.7,NA,NA,NA,0.236,24.387,"RIJC326",48,1
"3342","74",7,27.962,3.022,24.94,24.84,NA,NA,NA,6.609,59.411,"RIJC326",55,1
"3343","74",8,28.619,4.089,24.53,24.64,NA,NA,NA,13.292,66.551,"RIJC326",62,1
"3344","74",9,30.32,NA,30.32,42.69,0.454,NA,NA,26.681,99.691,"RIJC326",69,1
"3345","74",10,0,NA,NA,47.56,0.7322,NA,NA,72.1322,119.6922,"RIJC326",76,1
"3346","74",11,2.587,NA,2.587,33.141,1.397,NA,51.34,52.737,88.465,"RIJC326",99,1
"3347","75",1,0.1053,0.1053,NA,0.0158,NA,NA,NA,0,0.1211,"RIJC027",13,1
"3348","75",4,3.284,2.333,0.951,1.075,NA,NA,NA,0,4.359,"RIJC027",34,1
"3349","75",5,15.128,5.473,9.655,9.302,NA,NA,NA,0,24.43,"RIJC027",41,1
"3350","75",6,14.088,4.568,9.52,9.43,NA,NA,NA,0,23.518,"RIJC027",48,1
"3351","75",7,20.333,5.073,15.26,16.42,NA,NA,NA,1.731,38.484,"RIJC027",55,1
"3352","75",8,56.372,2.522,53.85,55.15,NA,NA,NA,25.127,136.649,"RIJC027",62,1
"3353","75",9,31.54,NA,31.54,35.04,0.144,NA,NA,11.125,77.705,"RIJC027",69,1
"3354","75",10,28.28,NA,28.28,46.07,0.614,NA,NA,9.842,84.192,"RIJC027",76,1
"3355","75",11,15.036,NA,15.036,56.55,3.144,NA,NA,36.564,108.15,"RIJC027",106,1
"3356","76",1,0.1648,0.1648,NA,0.0223,NA,NA,NA,0,0.1871,"RIJC248",13,1
"3357","76",2,0.6155,0.6155,NA,0.0816,NA,NA,NA,0,0.6971,"RIJC248",20,1
"3358","76",3,1.789,1.615,0.174,0.449,NA,NA,NA,0,2.238,"RIJC248",27,1
"3359","76",4,3.315,2.037,1.278,1.455,NA,NA,NA,0,4.77,"RIJC248",34,1
"3360","76",5,7.754,2.865,4.889,5.838,NA,NA,NA,0.475,14.067,"RIJC248",41,1
"3361","76",6,9.501,2.345,7.156,7.416,NA,NA,NA,1.152,18.069,"RIJC248",48,1
"3362","76",7,15.705,2.305,13.4,14.97,NA,NA,NA,5.559,36.234,"RIJC248",55,1
"3363","76",8,12.014,2.141,9.873,13.461,NA,NA,NA,3.671,29.146,"RIJC248",62,1
"3364","76",10,8.82,NA,8.82,21.15,2.908,NA,NA,18.6,48.57,"RIJC248",76,1
"3365","76",11,1.179,NA,1.179,47.02,7.998,7.522,84.54,100.06,148.259,"RIJC248",108,1
"3366","77",1,0.2814,0.2814,NA,0.045,NA,NA,NA,0,0.3264,"RIJC069",13,1
"3367","77",2,0.5738,0.5332,0.0406,0.1087,NA,NA,NA,0,0.6825,"RIJC069",20,1
"3368","77",3,2.22,1.432,0.788,0.559,NA,NA,NA,0,2.779,"RIJC069",27,1
"3369","77",5,8.689,1.851,6.838,5.352,NA,NA,NA,0,14.041,"RIJC069",41,1
"3370","77",6,16.335,4.748,11.587,9.955,NA,NA,NA,0.265,26.555,"RIJC069",48,1
"3371","77",7,26.004,4.454,21.55,18.18,NA,NA,NA,4.057,48.241,"RIJC069",55,1
"3372","77",8,26.78,3.85,22.93,26.87,NA,NA,NA,14.89,68.54,"RIJC069",62,1
"3373","77",9,19.32,NA,19.32,25.58,0.157,NA,NA,20.159,65.059,"RIJC069",69,1
"3374","77",10,12.524,2.154,10.37,41.89,NA,NA,NA,53.05,107.464,"RIJC069",76,1
"3375","77",11,0,NA,NA,20.66,3.865,NA,26.29,30.155,50.815,"RIJC069",111,1
"3376","78",1,0.1981,0.1981,NA,0.0307,NA,NA,NA,0,0.2288,"RIJC139",13,1
"3377","78",2,1.0996,1.0788,0.0208,0.2244,NA,NA,NA,0,1.324,"RIJC139",20,1
"3378","78",3,2.273,1.629,0.644,0.592,NA,NA,NA,0,2.865,"RIJC139",27,1
"3379","78",5,12.836,2.937,9.899,6.612,NA,NA,NA,0,19.448,"RIJC139",41,1
"3380","78",6,27.732,6.269,21.463,18.595,NA,NA,NA,0,46.327,"RIJC139",48,1
"3381","78",7,41.606,4.276,37.33,26.92,NA,NA,NA,2.151,70.677,"RIJC139",55,1
"3382","78",8,23.41,NA,23.41,30.21,NA,NA,NA,5.9185,59.5385,"RIJC139",62,1
"3383","78",10,29.11,NA,29.11,36.82,0.282,NA,NA,11.91,77.84,"RIJC139",76,1
"3384","78",11,12.932,12.932,NA,45.78,3.837,0.333,8.271,12.441,71.153,"RIJC139",111,1
"3385","79",1,0.089,0.089,NA,0.0158,NA,NA,NA,0,0.1048,"RIJC348",13,1
"3386","79",2,0.0079,NA,0.0079,0.0869,NA,NA,NA,0,0.0948,"RIJC348",20,1
"3387","79",3,1.978,1.895,0.083,0.466,NA,NA,NA,0,2.444,"RIJC348",27,1
"3388","79",5,10.367,2.342,8.025,4.759,NA,NA,NA,0,15.126,"RIJC348",41,1
"3389","79",6,16.421,3.541,12.88,8.431,NA,NA,NA,0,24.852,"RIJC348",48,1
"3390","79",7,22.923,3.733,19.19,13.51,NA,NA,NA,3.538,39.971,"RIJC348",55,1
"3391","79",8,20.67,4.41,16.26,27.29,NA,NA,NA,8.062,56.022,"RIJC348",62,1
"3392","79",10,17.1,NA,17.1,30.29,0.415,NA,NA,31.741,79.131,"RIJC348",76,1
"3393","79",11,0,NA,NA,32.67,2.02,NA,NA,85.49,118.16,"RIJC348",104,1
"3394","8",3,1.121,0.866,0.255,0.227,NA,NA,NA,0,1.348,"RIJC313",27,1
"3395","8",5,7.864,3.779,4.085,4.055,NA,NA,NA,0,11.919,"RIJC313",41,1
"3396","8",7,16.565,3.165,13.4,14.93,NA,NA,NA,3.529,35.024,"RIJC313",55,1
"3397","8",9,21.37,NA,21.37,29.73,2.755,NA,NA,16.807,67.907,"RIJC313",69,1
"3398","8",10,17.12,NA,17.12,28.41,0.9437,NA,NA,33.4227,78.9527,"RIJC313",76,1
"3399","8",11,7.314,NA,7.314,36.196,14.482,NA,34.298,48.78,92.29,"RIJC313",99,1
"3400","80",6,16.218,7.408,8.81,9.43,NA,0.086,NA,0.086,25.734,"RIJC262",48,1
"3401","80",7,37.75,11.78,25.97,24.37,NA,NA,NA,0.77,62.89,"RIJC262",55,1
"3402","80",8,60.828,5.908,54.92,53.82,NA,NA,NA,27.035,141.683,"RIJC262",62,1
"3403","80",10,13.95,NA,13.95,19.2,15.061,NA,NA,15.061,48.211,"RIJC262",76,1
"3404","80",11,0.185,NA,0.185,60.05,8.547,NA,60.22,68.767,129.002,"RIJC262",106,1
"3405","81",1,0.3978,0.3978,NA,0.0685,NA,NA,NA,0,0.4663,"CAL",13,1
"3406","81",2,1.8367,1.7003,0.1364,0.39,NA,NA,NA,0,2.2267,"CAL",20,1
"3407","81",3,3.926,3.221,0.705,1.44,NA,NA,NA,0,5.366,"CAL",27,1
"3408","81",4,8.409,4.244,4.165,4.308,NA,NA,NA,0,12.717,"CAL",34,1
"3409","81",5,16.18,5.062,11.118,10.723,NA,NA,NA,0,26.903,"CAL",41,1
"3410","81",6,22.289,3.074,19.215,15.37,NA,NA,NA,1.538,39.197,"CAL",48,1
"3411","81",7,24.908,4.848,20.06,22.27,NA,NA,NA,9.001,56.179,"CAL",55,1
"3412","81",8,26.526,3.106,23.42,31.48,NA,NA,NA,27.526,85.532,"CAL",62,1
"3413","81",9,26.68,NA,26.68,30.95,0.571,NA,NA,38.226,95.856,"CAL",69,1
"3414","81",10,25.72,NA,25.72,37.59,1.03,NA,NA,44.5,107.81,"CAL",76,1
"3415","81",11,2.305,NA,2.305,40.21,6.071,2.298,NA,48.056,90.571,"CAL",106,1
"3416","82",1,0.2106,0.2106,NA,0.0397,NA,NA,NA,0,0.2503,"RIJC330",13,1
"3417","82",2,0.9411,0.929,0.0121,0.1821,NA,NA,NA,0,1.1232,"RIJC330",20,1
"3418","82",3,2.42,1.86,0.56,0.885,NA,NA,NA,0,3.305,"RIJC330",27,1
"3419","82",5,8.495,3.397,5.098,5.513,NA,NA,NA,0,14.008,"RIJC330",41,1
"3420","82",6,16.229,6.119,10.11,12.8,NA,0.785,NA,0.785,29.814,"RIJC330",48,1
"3421","82",7,16.321,3.461,12.86,15.28,NA,NA,NA,2.712,34.313,"RIJC330",55,1
"3422","82",8,18.172,2.762,15.41,21.54,NA,NA,NA,11.5,51.212,"RIJC330",62,1
"3423","82",9,15,NA,15,16.61,0.451,NA,NA,8.198,39.808,"RIJC330",69,1
"3424","82",10,18.06,NA,18.06,37.39,1.097,NA,NA,22.461,77.911,"RIJC330",76,1
"3425","82",11,1.394,NA,1.394,29.512,1.461,1.779,25.728,28.968,59.874,"RIJC330",108,1
"3426","83",1,0.1586,0.1586,NA,0.0245,NA,NA,NA,0,0.1831,"RIJC078",13,1
"3427","83",2,0.5112,0.5044,0.0068,0.0863,NA,NA,NA,0,0.5975,"RIJC078",20,1
"3428","83",3,1.823,1.355,0.468,0.438,NA,NA,NA,0,2.261,"RIJC078",27,1
"3429","83",4,4.051,2.534,1.517,1.369,NA,NA,NA,0,5.42,"RIJC078",34,1
"3430","83",5,6.922,1.559,5.363,4.405,NA,NA,NA,0,11.327,"RIJC078",41,1
"3431","83",6,16.837,2.177,14.66,10.49,NA,3.747,NA,3.747,31.074,"RIJC078",48,1
"3432","83",7,18.361,2.721,15.64,18.12,NA,NA,NA,8.791,45.272,"RIJC078",55,1
"3433","83",8,20.865,3.015,17.85,17.93,NA,NA,NA,15.372,54.167,"RIJC078",62,1
"3434","83",9,15.58,NA,15.58,22.49,5.513,NA,NA,24.725,62.795,"RIJC078",69,1
"3435","83",10,5.48,NA,5.48,17.3,2.74,NA,NA,22.04,44.82,"RIJC078",76,1
"3436","83",11,0.67,NA,0.67,13.9,1.95,NA,NA,10.71,25.28,"RIJC078",111,1
"3437","84",3,0.458,0.458,NA,0.099,NA,NA,NA,0,0.557,"RIJC335",27,1
"3438","84",5,7.939,3.005,4.934,3.93,NA,NA,NA,0,11.869,"RIJC335",41,1
"3439","84",6,12.005,3.445,8.56,6.52,NA,NA,NA,0,18.525,"RIJC335",48,1
"3440","84",7,32.119,4.009,28.11,25.29,NA,NA,NA,3.82,61.229,"RIJC335",55,1
"3441","84",8,15.075,2.197,12.878,13.894,NA,NA,NA,3.889,32.858,"RIJC335",62,1
"3442","84",9,42.89,NA,42.89,64.02,0.679,NA,NA,10.365,117.275,"RIJC335",69,1
"3443","84",10,27.69,NA,27.69,49.88,0.991,NA,NA,17.216,94.786,"RIJC335",76,1
"3444","84",11,3.6,NA,3.6,25.63,3.11,NA,1.82,5.02,34.25,"RIJC335",111,1
"3445","85",1,0,NA,NA,0.0083,NA,NA,NA,0,0.0083,"RIJC047",13,1
"3446","85",2,0.2917,0.2917,NA,0.0412,NA,NA,NA,0,0.3329,"RIJC047",20,1
"3447","85",3,1.461,1.225,0.236,0.334,NA,NA,NA,0,1.795,"RIJC047",27,1
"3448","85",5,4.157,1.478,2.679,2.138,NA,NA,NA,0.525,6.82,"RIJC047",41,1
"3449","85",6,0,NA,NA,12.23,NA,NA,37.523,37.523,49.753,"RIJC047",48,1
"3450","85",7,13.272,3.012,10.26,9.34,NA,NA,NA,11.972,34.584,"RIJC047",55,1
"3451","85",8,10.368,2.874,7.494,11.917,NA,4.491,NA,4.491,26.776,"RIJC047",62,1
"3452","85",9,14.72,NA,14.72,13.92,NA,NA,NA,28.333,56.973,"RIJC047",69,1
"3453","85",10,9.75,NA,9.75,15.61,NA,NA,NA,28.426,53.786,"RIJC047",76,1
"3454","86",1,0.2545,0.2545,NA,0.0363,NA,NA,NA,0,0.2908,"RIJC264",13,1
"3455","86",2,0.7867,0.7705,0.0162,0.131,NA,NA,NA,0,0.9177,"RIJC264",20,1
"3456","86",3,2.422,2.277,0.145,0.594,NA,NA,NA,0,3.016,"RIJC264",27,1
"3457","86",5,8.946,4.574,4.372,4.849,NA,NA,NA,0,13.795,"RIJC264",41,1
"3458","86",6,15.856,7.739,8.117,10.215,NA,NA,NA,0.3232,26.3942,"RIJC264",48,1
"3459","86",7,22.659,7.229,15.43,21.22,NA,NA,NA,11.721,55.6,"RIJC264",55,1
"3460","86",8,42.81,6.56,36.25,39.7,NA,NA,NA,45.28,127.79,"RIJC264",62,1
"3461","86",10,25.92,NA,25.92,35.55,0.489,NA,NA,80.149,141.619,"RIJC264",76,1
"3462","86",11,0,NA,NA,NA,13.9,NA,57.69,71.59,71.59,"RIJC264",90,1
"3463","87",7,9.54,1.99,7.55,7.64,NA,NA,NA,5.668,22.848,"RIJC015",55,1
"3464","87",8,8.083,1.953,6.13,4.84,NA,NA,NA,3.655,16.578,"RIJC015",62,1
"3465","87",10,6.47,NA,6.47,9.2,0.604,NA,19.329,19.933,35.603,"RIJC015",76,1
"3466","87",11,0,NA,NA,9.645,2.836,NA,21.237,24.073,33.718,"RIJC015",108,1
"3467","88",1,0.3627,0.3627,NA,0.0666,NA,NA,NA,0,0.4293,"RIJC020",13,1
"3468","88",2,0.5816,0.5306,0.051,1337,NA,NA,NA,0,1337.5816,"RIJC020",20,1
"3469","88",3,1.368,1.203,0.165,0.409,NA,NA,NA,0,1.777,"RIJC020",27,1
"3470","88",4,3.822,1.508,2.314,1.592,NA,NA,NA,0,5.414,"RIJC020",34,1
"3471","88",5,9.208,2.067,7.141,5.202,NA,NA,NA,0,14.41,"RIJC020",41,1
"3472","88",6,17.335,2.894,14.441,12.304,NA,NA,NA,0,29.639,"RIJC020",48,1
"3473","88",7,17.02,4.73,12.29,11.31,NA,NA,NA,3.34,31.67,"RIJC020",55,1
"3474","88",8,19.146,NA,19.146,22.743,2.908,NA,NA,19.869,61.758,"RIJC020",62,1
"3475","88",9,27.14,NA,27.14,30.59,0.413,NA,NA,36.992,94.722,"RIJC020",69,1
"3476","88",10,14.84,NA,14.84,24.67,NA,NA,NA,55.63,95.14,"RIJC020",76,1
"3477","88",11,3,NA,3,25.02,0.64,0.79,31.37,32.8,60.82,"RIJC020",90,1
"3478","89",1,0.0976,0.0976,NA,0.017,NA,NA,NA,0,0.1146,"RIJC017",13,1
"3479","89",2,0.5182,0.5062,0.012,0.0706,NA,NA,NA,0,0.5888,"RIJC017",20,1
"3480","89",3,1.252,1.184,0.068,0.203,NA,NA,NA,0,1.455,"RIJC017",27,1
"3481","89",4,4.087,2.874,1.213,1.315,NA,NA,NA,0,5.402,"RIJC017",34,1
"3482","89",5,6.422,3.151,3.271,2.474,NA,NA,NA,0,8.896,"RIJC017",41,1
"3483","89",6,12.804,NA,12.804,11.757,6.73,NA,NA,7.234,31.795,"RIJC017",48,1
"3484","89",7,17.588,6.968,10.62,8.85,NA,NA,NA,3.017,29.455,"RIJC017",55,1
"3485","89",8,12.42,4.32,8.1,9.48,NA,NA,NA,2.057,23.957,"RIJC017",62,1
"3486","89",9,9.22,NA,9.22,14.61,1.035,NA,NA,17.687,41.517,"RIJC017",69,1
"3487","89",11,0.6,NA,0.6,15.23,5.69,NA,16.29,22.12,37.95,"RIJC017",111,1
"3488","9",1,0,NA,NA,0.0338,NA,NA,NA,0,0.0338,"TM3",13,1
"3489","9",2,0.6941,0.6941,NA,0.1263,NA,NA,NA,0,0.8204,"TM3",20,1
"3490","9",3,1.801,1.671,0.13,0.44,NA,NA,NA,0,2.241,"TM3",27,1
"3491","9",4,3.554,2.2626,1.2914,1.6757,NA,NA,NA,0,5.2297,"TM3",34,1
"3492","9",5,7.56,4.179,3.381,3.368,NA,NA,NA,0,10.928,"TM3",41,1
"3493","9",6,20.525,8.525,12,11.646,NA,NA,NA,0.36,32.531,"TM3",48,1
"3494","9",7,32.986,4.186,28.8,31.82,NA,NA,NA,15.86,80.666,"TM3",55,1
"3495","9",8,26.7005,2.9555,23.745,30.005,NA,NA,NA,18.0325,74.738,"TM3",62,1
"3496","9",9,23.06,NA,23.06,29.83,0.843,NA,NA,6.945,59.835,"TM3",69,1
"3497","9",10,18.5,NA,18.5,46.43,NA,NA,110.41,110.41,175.34,"TM3",76,1
"3498","9",11,4.77,NA,4.77,50.44,3.321,0.16,NA,13.674,68.884,"TM3",106,1
"3499","90",1,0.0414,0.0414,NA,0.0077,NA,NA,NA,0,0.0491,"RIJC004",13,1
"3500","90",2,0.2568,0.2281,0.0287,NA,NA,NA,NA,0,0.2568,"RIJC004",20,1
"3501","90",3,0.958,0.932,0.026,0.133,NA,NA,NA,0,1.091,"RIJC004",27,1
"3502","90",5,5.27,3.472,1.798,1.589,NA,NA,NA,0,6.859,"RIJC004",41,1
"3503","90",6,14.974,6.622,8.352,6.871,NA,NA,NA,0,21.845,"RIJC004",48,1
"3504","90",7,17.194,8.244,8.95,6.93,NA,NA,NA,0,24.124,"RIJC004",55,1
"3505","90",8,34.471,6.883,27.588,26.161,NA,NA,NA,1.044,61.676,"RIJC004",62,1
"3506","90",9,31.19,NA,31.19,27.03,0.101,NA,NA,10.982,69.202,"RIJC004",69,1
"3507","90",10,18.41,NA,18.41,14.28,NA,NA,3.137,3.137,35.827,"RIJC004",76,1
"3508","90",11,6.51,NA,6.51,23.9,1.69,NA,NA,15.39,45.8,"RIJC004",111,1
"3509","91",1,0.1257,0.1257,NA,0.0174,NA,NA,NA,0,0.1431,"RIJC374",13,1
"3510","91",2,0.2648,0.2648,NA,0.0433,NA,NA,NA,0,0.3081,"RIJC374",20,1
"3511","91",3,0.796,0.793,0.003,0.183,NA,NA,NA,0,0.979,"RIJC374",27,1
"3512","91",4,1.236,1.04,0.196,0.376,NA,NA,NA,0,1.612,"RIJC374",34,1
"3513","91",5,3.703,2.186,1.517,1.908,NA,NA,NA,0.001,5.612,"RIJC374",41,1
"3514","91",7,8.84,1.83,7.01,6.29,NA,NA,NA,2.76,17.89,"RIJC374",55,1
