HNO,plot,DWTOTALLEAF,DWMSL,DWBL,TOTALSTEM,DWAP,DWGP,DWPOD,DWMP,WHOLE
3,276,,1.254,*,0.428,,,,,
4,276,,5.84,8.26,8.1,,,,,
6,276,,2.065,5.622,5.9,,,,,
8,276,,,7.7,5.51,0,,0,,
6,277,,,35.11,15.26,,,,,
8,277,,,37.27,18.51,,,,,
1,278,,0.7196,,,,,,,
1,278,,,,0.1234,,,,,
3,278,,4.4,6.23,3.2,,,,,
4,278,,4.803,6.048,3.899,,,,,
5,278,,4.223,6.661,5.668,,,,,
6,278,,,31.32,21.11,,,,,
7,278,,,29.66,16.06,0,,0,,
8,278,,,15.951,15.28,0,,,0,
1,279,,0.3711,,0.0621,,,,,
3,279,,3.66,1.29,1.68,,,,,
4,279,,4.66,6.39,6.13,,,,,
5,279,,4.113,7.543,7.713,,,,,
6,279,,0.889,10.729,8.956,,,,,
7,279,,,20.21,14.82,,,,,
8,279,,,11.09,15.87,0,0,0,,
3,280,,2.555,5.369,2.375,0,,0,,
4,280,,3.1,10.07,6.3,,,,,
5,280,,0.809,11.141,13.13,,,0.638,,
6,280,,,17.4,,,,,,
6,280,,,,19.87,,,3.409,,
8,280,,,9.76,27.43,1.401,,0.615,,
1,281,,0.4077,*,0.0682,,,,,
3,281,,0.68,6.66,2.6,,,,,
4,281,,3.55,11.93,9.14,,,,,
5,281,,3.633,9.914,12.06,,,0.297,,
6,281,,,17.12,17.81,,,0.256,,
7,281,,,10.72,24.3,0.027,,1.625,,
1,282,,0.1192,,0.0237,,,,,
2,282,,2.1022,1.0979,1.0533,,,,,
3,282,,2.986,2.199,2.013,,,,,
4,282,,9.62,16.47,13.33,,,,,
5,282,,4.305,7.405,7.585,,,,,
6,282,,2.372,9.84,11.22,,,,,
7,282,,,10.09,10.62,0.05,,0.02,,
8,282,,,4.109,6.01,0,0,0,,
3,283,,2.724,1.861,1.672,,,,,
4,283,,5.086,4.067,5.152,,,,,
5,283,,6.08,13.16,16.66,,,,,
6,283,,,11.94,8.7,,,,,
7,283,,,17.35,12.74,,,1.793,,
8,283,,,27.04,29.86,,,,,
4,284,,3.8,9.6,7.4,,,,,
5,284,,2.85,6.421,8.645,,,,,
6,284,,3.127,7.246,7.821,,,,,
7,284,,,23.14,11.53,0,,0,,
11,285,,,19.05,44.9,3.83,2.3,,12.6,
1,285,,,0.0788,,,,,,
1,285,,1.4368,,0.361,,,,,
2,285,,3.041,1.475,2.226,0,,0,,
3,285,,3.807,6.3,5.218,0,,0,,
4,285,,0.63,4.5,7,,,,,
5,285,,2.277,8.252,12.86,,,0.417,,
6,285,,,,,,,,,
6,285,,,19.24,23.22,,,3.99,,
6,285,,,,,,,,,
7,285,,,14.07,22.42,0.34,,10.92,,
8,285,,,14.81,29.4,0.98,,14.11,,
1,286,,0.5122,*,0.0805,,,,,
3,286,,1.974,0.847,1.259,,,,,
4,286,,4.12,8.39,7.16,,,,,
5,286,,4.403,6.866,8.49,,,,,
6,286,,,26.87,22.73,,,,,
8,286,,,17.06,36.58,0,0,0,0,
1,287,,0.3175,*,0.0483,,,,,
3,287,,2.54,12.91,6.21,,,,,
3,287,,2.54,,,,,,,
4,287,,3.72,9.75,9.35,,,,,
5,287,,4.455,17.94,16.981,,,,,
6,287,,,23.76,21.51,,,,,
7,287,,,24.12,21.98,0,,0,,
7,287,,3.777,15.971,18.11,,,,,
1,288,,0.2293,,0.0429,,,,,
3,288,,18.17,18.96,18.18,0,,0,,
4,288,,2.86,8.11,5.59,,,,,
5,288,,3.227,12.84,12.885,,,,,
6,288,,,29.1,20.16,,,,,
7,288,,,22.32,17.45,0.054,,0.113,,
8,288,,,34.63,21.47,,,,,
1,289,,0.6273,*,0.1061,,,,,
2,289,,2.65,0.47,0.86,0,,0,,
3,289,,3.25,4.37,2.79,,,,,
4,289,,4.23,3.75,3.1,,,,,
5,289,,4.189,14.283,8.848,,,,,
6,289,,5.1,15.37,12.09,,,0.8,,
7,289,,1.774,14.533,10.534,,,,,
8,289,,,19.782,10.89,0,0,0,,
1,290,,,,0.0468,,,,,
1,290,,0.3026,,,,,,,
3,290,,2.477,7.872,4.349,,,,,
4,290,,6.2,9.53,7.01,,,,,
5,290,,1.559,3.839,2.878,,,,,
6,290,,,14.85,8.05,,,,,
7,290,,,29.93,22.53,,,0.701,,
8,290,,,36.66,54.67,1.482,,2.896,,
1,291,,0.4399,,,,,,,
1,291,,,,0.096,,,,,
2,291,,2.3364,0.2265,0.843,,,,,
3,291,,2.612,1.243,2.651,,,,,
4,291,,2.282,3.455,5.809,,,,,
5,291,,2.701,3.976,6.027,,,,,
8,291,,,3.48,4.29,0,0,,,
8,291,,,13.18,20.49,,,,,
3,292,,3.537,2.83,2.011,,,,,
4,292,,5.46,10.16,5.39,,,,,
5,292,,5.973,11.962,8.76,,,,,
7,292,,,18.26,15.39,,,,,
8,292,,,8.61,24.19,,,0.217,,
1,293,,,,0.0781,,,,,
1,293,,0.5228,,,,,,,
1,293,,0.061,,0.0087,,,,,
2,293,,3.814,1.372,1.931,0,,0,,
3,293,,4.702,5.456,4.299,,,,,
4,293,,4.61,6.82,6.75,,,0.1,,
5,293,,3.527,8.771,10.377,,,0.519,,
6,293,,,24.63,19.67,,,3.105,,
7,293,,,16.45,19.7,,,2.847,,
8,293,,,4.81,20.73,1.177,,4.397,,
1,294,,0.5447,*,0.0921,,,,,
2,294,,2.2091,0.1327,0.6543,,,,,
3,294,,5.717,4.205,2.128,,,,,
4,294,,5.05,5.09,3.89,,,,,
5,294,,3.449,11.601,7.189,,,,,
6,294,,3.453,10.579,8.926,,,,,
7,294,,,14.27,9.9,0.087,,0.124,,
8,294,,,6.56,5.62,,,,,
1,295,,0.1023,*,0.0252,,,,,
3,295,,4.18,3.338,2.098,0,,0,,
4,295,,6.56,5.69,5.48,,,,,
5,295,,4.96,4.24,13.58,,,,,
6,295,,6.252,11.046,9.78,,,,,
7,295,,,40.16,23.57,0.16,,0.057,,
8,295,,,27.74,26.18,,,,,
1,296,,1.0278,,,,,,,
1,296,,,,0.1391,,,,,
2,296,,2.3162,0.323,0.9101,,,,,
3,296,,2.926,1.191,1.53,,,,,
4,296,,10.09,12.17,11.58,,,7.28,,
5,296,,2.706,5.883,5.934,,,0.756,,
6,296,,3.83,8.88,9.67,,,1.78,,
8,296,,,4.92,4.17,,,0.718,,
9,296,,,,8.599,1.203,,,,
1,297,,0.703,,,,,,,
1,297,,,,0.1158,,,,,
2,297,,3.08,0.663,1.313,0,,0,,
3,297,,3.552,1.668,1.484,,,,,
4,297,,7.35,8.5,7.1,,,,,
5,297,,7.324,12.58,10.58,,,,,
6,297,,,20.68,16.36,,,,,
8,297,,,15.04,18.42,,,0.323,,
11,298,,,6.48,35.57,1.68,0.46,,29.94,
1,298,,,,0.193,,,,,
1,298,,1.1208,,,,,,,
2,298,,2.7828,1.1666,1.4104,,,,,
3,298,,4.958,5.867,4.491,,,,,
4,298,,7.28,12.18,12.28,,,,,
5,298,,,29.12,20.9,,,,,
6,298,,,29.23,29.43,,,7.021,,
7,298,,,44.39,50.98,,,16.939,,
8,298,,,26.9,52.74,0.91,40.28,,,
1,299,,1.2925,,0.2734,,,,,
2,299,,2.268,1.004,1.375,0,,0,,
3,299,,2.884,8.381,5.218,,,,,
4,299,,7.14,16.91,15.8,,,,,
5,299,,,21.355,25.01,,,1.119,,
6,299,,,26.61,30.1,,,3.28,,
7,299,,,19.65,26.61,0,,2.39,,
8,299,,,15.79,28.23,2.083,,4.94,,
9,299,,,6.89,29.45,0.292,,0.933,,
1,300,,0.231,*,0.0384,,,,,
3,300,,2.465,2.43,1.139,,,,,
5,300,,1.75,7.93,5.58,,,,,
6,300,,3.61,12.87,9.16,,,,,
1,301,,1.0212,0.0493,0.2234,,,,,
3,301,,5.36,5.18,2.67,,,,,
4,301,,3.42,5.39,3.8,,,,,
5,301,,1.59,6.41,6.13,,,,,
6,301,,,16.51,11.39,,,,,
7,301,,,22.69,18.35,0.192,,0.095,,
8,301,,,11.86,17.97,,,,,
1,302,,0.8904,,0.1832,,,,,
3,302,,3.363,4.667,3.271,,,,,
4,302,,8.48,12.35,11.31,,,,,
5,302,,4.364,10.711,19.816,,,,,
6,302,,,32.01,26.79,,,5.07,,
7,302,,,27.83,34.06,0.26,,6.34,,
8,302,,,16.32,30.37,1.426,,5.913,,
1,303,,0.814,0.0443,0.2023,,,,,
2,303,,1.5544,1.3785,1.4299,,,,,
3,303,,2.902,3.701,2.048,,,,,
4,303,,1.36,7.576,7.89,,,,,
5,303,,2.537,11.471,11.473,,,,,
6,303,,,,,,,,,
6,303,,,21.49,19.55,,,0.92,,
7,303,,,26.84,32.81,0.088,,0.013,,
8,303,,,12.59,26.37,0,,0,,
1,304,,0.7121,0.0212,0.179,,,,,
3,304,,1.988,1.081,0.781,,,,,
4,304,,,8.65,7.42,0.019,,1.075,,
5,304,,2.397,5.902,4.171,,,,,
6,304,,2.02,12.52,8.14,1.33,,,,
8,304,,,13.31,13.62,,,0.787,,
5,305,,3.592,5.954,7.19,,,,,
6,305,,,17.64,13.32,,,1.335,,
1,306,,0.3303,,0.046,,,,,
3,306,,5.01,6.2,1.72,,,,,
4,306,,2.769,3.07,1.923,,,,,
4,306,,5.86,6.15,4.21,,,,,
5,306,,2.675,7.945,4.611,,,,,
6,306,,4.59,8.61,4.54,,,,,
1,307,,1.0424,,0.1675,,,,,
3,307,,5.415,5.664,3.854,0,,0,,
4,307,,7.83,11.66,14.4,,,,,
5,307,,5.726,12.841,16.942,,,,,
6,307,,138,27.11,32.23,,,4.746,,
7,307,,,41.53,40.14,12.731,,5.042,,
8,307,,,19.12,37.06,2.6,,13.149,,
6,308,,,10.73,6.69,,,,,
1,309,,0.2643,,,,,,,
3,309,,4.7,3.53,2.34,,,,,
4,309,,2.66,4.76,4.13,,,,,
5,309,,5.484,11.652,11.306,,,,,
8,309,,,17.29,25.43,0.059,,0.009,,
1,310,,0.351,,0.0491,,,,,
3,310,,8.721,*,1.803,,,,,
4,310,,6.34,2.46,3.28,,,,,
5,310,,3.011,5.519,6.154,,,,,
6,310,,,17.93,14.54,,,,,
7,310,,,55.56,41.9,0,,0,,
8,310,,,32.74,45.58,,,,,
11,311,,,6.93,32.08,2.27,0.1,,3.27,
1,311,,1.2661,0.0483,,,,,,
1,311,,,,0.2143,,,,,
2,311,,2.033,0.48,0.834,0,,0,,
3,311,,2.131,2.572,2.212,,,,,
4,311,,4.81,5.72,7.05,,,,,
5,311,,5.348,9.826,12.53,,,,,
6,311,,,29.11,29.65,4.43,,,,
7,311,,,,25.31,,,2.46,,
8,311,,,27.52,41.33,0.678,,4.325,,
1,312,,0.1761,,0.0388,,,,,
2,312,,1.4688,*,0.4783,,,,,
3,312,,5.562,0.403,1.193,,,,,
4,312,,4.47,1.72,3.25,,,,,
5,312,,2.51,4.4,4.99,,,,,
8,312,,,13.48,13.16,,,,,
1,313,,0.5402,,0.0955,,,,,
3,313,,5.81,5.33,2.35,0,,0,,
4,313,,2.619,1.67,2.008,,,,,
5,313,,5.95,7.91,8.34,,,,,
6,313,,,,,,,,,
6,313,,,18.73,9.54,0,0,,,
6,313,,,,,,,,,
7,313,,,28.54,20.48,,,0.501,,
8,313,,,20,20.11,0.105,,0.228,,
1,314,,0.2947,,0.0541,,,,,
3,314,,2.464,1.025,1.869,,,,,
4,314,,5.49,4.76,4.52,,,,,
5,314,,1.522,1.545,1.452,,,,,
5,314,,4.297,5.203,5.954,,,,,
6,314,,2.36,7.01,6.68,,,,,
7,314,,,9.63,8.59,,,0.164,,
8,314,,,4.18,8.24,,,0.35,,
4,315,,0.168,4.001,1.487,,,,,
7,315,,,32.29,28.19,,,,,
8,315,,,11.28,9.85,,,,,
1,316,,0.3251,,0.0615,,,,,
3,316,,0.84,1.52,1.07,,,,,
4,316,,0.837,1.883,3.225,,,,,
5,316,,4.262,3.899,3.511,,,,,
7,316,,,9.77,9.14,,,0,,
1,317,,0.1039,,0.0315,,,,,
3,317,,2.81,2.42,1.45,,,,,
4,317,,2.926,1.35,2.049,,,,,
5,317,,4.595,3.459,4.16,,,,,
6,317,,,26.82,18.1,,,,,
7,317,,,21.46,20.55,,,,,
8,317,,,56.59,59.14,,,,,
1,318,,0.3148,,0.0455,,,,,
2,318,,0.548,0,0.2,0,,0,,
3,318,,,0.417,0.615,,,2.816,,
4,318,,2.57,1.29,1.23,,,,,
5,318,,2.36,4.49,2.83,,,,,
6,318,,1.657,8.157,7.049,,,,,
7,318,,,7.4,5.45,,,,,
8,318,,,4.88,6.5,0,0,,,
5,319,,4.07,4.56,3.88,,,,,
6,319,,4.91,11.98,12.6,,,,,
8,319,,,10.2,6.09,0,0,0,,
1,320,,,0.1659,,,,,,
1,320,,0.1864,,0.0957,,,,,
3,320,,2.552,1.369,1.625,,,,,
4,320,,9.88,11.71,11.18,,,,,
5,320,,3.316,2.909,3.537,,,,,
6,320,,,,,,,,,
6,320,,,17.12,15.13,2.27,,,,
6,320,,,,,,,,,
1,321,,0.6,*,0.1099,,,,,
3,321,,2.39,3.29,1.47,,,,,
4,321,,1.462,4.025,2.977,,,,,
5,321,,4.033,6.416,5.466,,,,,
6,321,,3.91,6.94,5.54,,,,,
7,321,,,18.99,14.33,,,,,
8,321,,,11.84,13.39,0,,0,,
1,322,,1.1345,,,,,,,
1,322,,,,0.1885,,,,,
2,322,,1.293,0.836,0.805,0,,0,,
3,322,,3.466,2.177,1.859,,,,,
4,322,,2.968,5.453,3.644,,,,,
5,322,,4.219,7.537,6.233,,,,,
6,322,,,17.22,13.13,,,,,
7,322,,,15.39,13.915,0,,0.045,,
8,322,,,4.88,7.53,,,0.091,,
4,323,,10.88,9.1,9.76,,,,,
5,323,,2.94,4.827,3.963,,,,,
6,323,,2.67,4.73,3.23,,,,,
8,323,,,24.57,20.44,0,0,,,
11,325,,,30.95,61.72,,1.22,0.41,9.96,
1,325,,,,0.1073,,,,,
1,325,,0.6571,,,,,,,
3,325,,4.264,4.756,4.006,,,,,
5,325,,,20.21,17.15,,,,,
6,325,,,43.9,41.07,,,0.304,,
7,325,,,35.92,41.02,0.42,,20.95,,
8,325,,,23.16,22.6,,,0.218,,
1,326,,0.1545,,0.0402,,,,,
3,326,,3.08,6.34,4.54,,,,,
3,326,,3.169,1.514,1.058,,,,,
5,326,,6.253,10.125,9.136,,,,,
6,326,,,33.72,22.58,,,,,
7,326,,,31.19,21.58,,,,,
8,326,,,7.26,10.57,0.63,1.86,,,
4,327,,5.88,7.91,9.27,,,,,
8,327,,,36.29,45.76,,,0.189,,
1,328,,0.2672,*,0.0739,,,,,
3,328,,1.579,0.761,0.891,,,,,
4,328,,3.28,3.16,3.13,,,,,
5,328,,3.405,5.666,5.285,,,,,
6,328,,3.56,6.77,6.99,,,,,
7,328,,3.412,19.916,17.916,0,,0,,
8,328,,,9.45,13.62,,,0.002,,
1,329,,0.8238,0.053,0.1793,,,,,
2,329,,3.141,0.601,1.207,0,,0,,
3,329,,3.66,0.89,2.23,,,,,
4,329,,4.23,10.16,8.85,,,,,
5,329,,,20.844,17.958,,,,0.773,
6,329,,,22.43,18.15,,,0.413,,
7,329,,,18.43,20.91,,,1.19,,
8,329,,,13.12,33.4,3.3,,9.57,,
1,330,,0.2621,*,0.0559,,,,,
2,330,,1.554,0.106,0.562,0,,0,,
3,330,,0.921,0.111,0.283,,,,,
4,330,,4.06,1,2.09,,,,,
5,330,,5.244,3.303,4.663,,,,,
6,330,,7.19,2.85,5.8,,,,,
7,330,,5.74,3.3,6.61,,,,,
8,330,,,4.81,6.8,0,0,0,,
5,331,,2.716,8.995,4.603,,,,,
6,331,,2.65,12.11,5.65,,,,,
7,331,,,29.08,12.74,0.03,,0,,
8,331,,,13.83,10.09,,,,,
3,332,,2.508,3.688,1.643,,,,,
4,332,,2.26,4.84,4.34,,,,,
5,332,,3.723,5.583,5.338,,,,,
6,332,,4.795,12.22,12.748,,,,,
7,332,,,12.72,14.35,,,1.625,,
8,332,,,10.15,14.58,0.72,2.81,,,
11,333,,,2.19,14.11,0.19,0.17,,1.57,
1,333,,0.4424,,,,,,,
1,333,,,,0.1126,,,,,
2,333,,2.1845,0.7802,1.4438,,,,,
3,333,,1.264,2.151,1.754,,,,,
4,333,,3.59,3.94,6.21,,,,,
5,333,,,15.53,17.61,,,0.346,,
6,333,,3.678,4.615,9.574,,1.305,,,
7,333,,,11.18,22.01,0.73,,3.688,,
8,333,,,14.01,25.94,,,6.357,,
1,334,,0.2484,,,,,,,
1,334,,,,0.0491,,,,,
2,334,,0.4373,0.0898,0.1559,,,,,
3,334,,0.651,0.689,0.453,,,,,
4,334,,2.92,1.44,1.84,,,,,
5,334,,3.515,4.656,4.319,,,,,
6,334,,2.56,4.66,3.64,,,,,
7,334,,2.887,5.616,5.721,,,,,
8,334,,,4.67,11.97,0.089,,0.031,,
1,335,,0.5003,,0.0901,,,,,
3,335,,1.597,0.668,0.881,,,,,
4,335,,1.65,0.75,1.19,,,,,
5,335,,2.862,8.253,7.701,,,,,
5,335,,3.437,4.355,4.768,,,,,
6,335,,,14.32,10.39,,,0.96,,
7,335,,,9.89,11.26,0,,0.07,,
8,335,,,6.35,20.44,0.436,.,0.722,,
1,336,,,,0.0316,,,,,
1,336,,0.2091,,,,,,,
2,336,,0.825,0.425,0.447,0,,0,,
3,336,,1.989,0.199,0.633,,,,,
8,336,,,7.68,8.85,,,,,
5,337,,5.12,6.28,4.22,,,,,
6,337,,,30.3,27.17,,,0.113,,
8,337,,,9.27,6.17,0,0,0,,
11,338,,,14.11,37.29,5.27,0.29,,18.14,
1,338,,0.3498,*,0.0676,,,,,
3,338,,1.55,1.6,1.83,0,,0,,
4,338,,4.28,5.87,7.54,,,,,
5,338,,3.518,4.348,8.018,,,,,
6,338,,,21.54,26.71,,,,,
7,338,,,20.94,22.48,0.26,,6.89,,
8,338,,,28.21,51.68,6.16,,43.87,,
1,339,,0.1731,,0.2183,,,,,
2,339,,1.102,0.86,0.563,0,,0,,
3,339,,2.63,1.375,1.158,,,,,
4,339,,4.18,5.31,4.99,,,,,
5,339,,3.778,9.142,8.347,,,,,
6,339,,,,,,,,,
6,339,,,20.66,12.71,,,1.27,,
6,339,,,,,,,,,
7,339,,,15.22,12.57,,,1.005,,
8,339,,,17.91,22.83,0,1.85,,,
9,339,,,5.36,20.38,0,,0,,
1,340,,0.1466,*,0.043,,,,,
3,340,,1.051,*,0.322,,,,,
5,340,,4.244,2.908,4.522,,,,,
6,340,,5.32,8.53,8.89,,,,,
7,340,,,16.39,17.39,0,0,0,0,
8,340,,,18.55,28.87,0,0,,,
1,341,,0.1235,,,,,,,
1,341,,,,0.0217,,,,,
3,341,,1.113,*,0.239,,,,,
4,341,,2.03,0.64,0.72,,,,,
5,341,,4.125,3.393,3.982,,,,,
6,341,,5.83,5.89,6.92,,,1.06,,
7,341,,,9.34,6.34,0.058,,0.149,,
8,341,,,17.42,16.8,.,0,0,,
8,342,,,5.7,5.47,,,,,
1,343,,0.1541,*,0.0331,,,,,
5,343,,2.648,2.251,2.818,,,,,
7,343,,,38.26,38.48,0.12,,2.587,,
8,343,,,0,16.04,0,,,,
1,344,,0.4051,*,0.0789,,,,,
3,344,,0.95,2.11,1.35,,,,,
4,344,,10.29,8.77,10.03,,,,,
5,344,,2.876,9.3,4.996,,,,,
6,344,,,15.24,13.68,,,,,
7,344,,,28.71,33.27,,,2.78,,
8,344,,,3.74,9.41,,,1.566,,
1,345,,0.3642,*,0.0809,,,,,
3,345,,1.57,0.58,0.66,,,,,
4,345,,10.03,8.21,8.95,,,,,
5,345,,2.577,4.563,4.508,,,,,
6,345,,4.57,9.88,9.18,,,,,
7,345,,,9.651,6.878,,,,,
8,345,,,8.39,12.39,,,,,
1,346,,0.41,*,0.0748,,,,,
2,346,,1.1287,0.0342,0.459,,,,,
3,346,,1.309,0.017,0.49,,,,,
4,346,,3.59,1.7,2.35,,,,,
5,346,,4.908,8.618,10.727,,,,0.259,
6,346,,,10.16,8.58,,1.032,,,
7,346,,,22.59,22.27,,,5.48,,
8,346,,,14.1,22.55,2.478,9.469,,,
8,347,,,21.3,11.93,,,,,
1,348,,,,0.0958,,,,,
1,348,,0.376,,,,,,,
2,348,,1.085,0.129,0.556,0,,0,,
4,348,,9.71,7.93,9.01,,,,,
5,348,,2.598,1.723,3.335,,,,,
6,348,,,13.19,9.42,,,1.1,,
7,348,,2.152,3.496,6.037,,,,,
8,348,,,5.57,11.06,0,0,0.9146,,
1,349,,0.7294,*,0.138,,,,,
3,349,,3.074,0.781,1.626,,,,,
4,349,,3.724,0.841,2.548,,,,,
5,349,,,13.358,19.968,,,,0,
7,349,,,11.9,17.73,0,,0,,
8,349,,,9.3,13.37,,,2.629,,
1,350,,0.6475,,0.1083,,,,,
2,350,,1.327,0,0.595,0,,0,,
3,350,,1.98,0.44,0.74,,,,,
4,350,,3.29,3.65,3.08,,,,,
5,350,,9.022,13.3,12.165,,,,,
6,350,,,14.53,8.56,,,,,
6,350,,,,,,,,,
7,350,,,10.22,7.68,,,,,
8,350,,,4.16,6.1,,,0,,
1,351,,0.3759,,0.0865,,,,,
2,351,,0.9671,0.0155,0.307,,,,,
3,351,,0.646,0.957,0.597,,,,,
4,351,,2.317,0.124,1.943,,,,,
5,351,,3.345,8.587,5.189,,,,,
6,351,,2.887,2.853,4.991,,,,,
7,351,,2.221,1.79,7.333,,,,,
8,351,,,2.01,4.23,0,0,0,,
1,352,,0.7673,,0.1384,,,,,
3,352,,0.882,0.044,0.338,,,,,
4,352,,2.201,1.527,0.599,,,,,
5,352,,3.408,3.221,4.393,,,,,
6,352,,3.857,3.578,5.332,,,,,
7,352,,,11.18,9.91,,,,,
8,352,,,11.45,25.34,0,0.32,,,
1,353,,0.6422,,0.1341,,,,,
2,353,,1.392,0.169,0.538,0,,0,,
3,353,,0.559,0.661,0.452,,,,,
1,354,,0.2638,,,,,,,
1,354,,,,0.0564,,,,,
3,354,,0.533,0.158,0.236,,,,,
4,354,,1.724,0.067,0.49,,,,,
5,354,,4.702,4.538,6.954,,,,0.059,
6,354,,4.035,3.434,5.901,,,0.59,,
7,354,,7.439,8.157,12.78,,,1.661,,
8,354,,,10.15,19.58,0,0,13.314,,
9,354,,,1.251,4.825,,,,,
1,355,,0.4949,,0.0862,,,,,
3,355,,0.748,1.318,0.857,,,,,
4,355,,2.67,1.25,1.93,,,,,
6,355,,3.35,5.11,6.69,,,,,
7,355,,,20.42,13.15,0.09,,0.37,,
8,355,,,10.35,11.55,,,,,
9,355,,,15.06,1.442,,,,,
1,356,,0.3381,,0.0712,,,,,
2,356,,0.4982,0.3624,0.3642,,,,,
3,356,,1.168,0.129,0.232,,,,,
4,356,,1.684,0.463,0.625,,,,,
5,356,,2.229,1.525,1.796,,,,,
6,356,,2.89,3.67,3.8,,,,,
7,356,,,4.32,4.07,0.102,,0.059,,
8,356,,,1.15,1.84,0,,0,,
1,357,,0.6233,*,0.1325,,,,,
2,357,,0.4478,0.0069,0.1502,,,,,
3,357,,0.392,0.696,0.414,,,,,
4,357,,5.78,0.07,2.89,,,,,
5,357,,2.108,0.702,1.961,,,,,
6,357,,1.298,0.318,2.577,,,,,
7,357,,,5.39,8.66,0.16,,0.942,,
8,357,,,3.52,6.75,0,0,,,
1,358,,0.4928,,0.1248,,,,,
3,358,,0.26,*,0.14,,,,,
4,358,,3.148,0.701,1.513,,,,,
5,358,,3.612,2.743,3.557,,,,,
6,358,,5.36,5.91,6.87,,,,,
7,358,,,18,13.43,,,,,
8,358,,,10.1,11.54,,,,,
1,359,,0.7042,,0.1654,,,,,
2,359,,0.6976,*,0.2987,,,,,
3,359,,1.11,0.256,0.46,,,,,
4,359,,2.669,0.081,0.85,,,,,
5,359,,3.962,7.661,6.258,,,,,
6,359,,,,,,,,,
6,359,,4.173,4.578,4.464,,,,,
7,359,,,8.72,5.46,0.089,,0.15,,
8,359,,,10.14,14.17,0,0,0,,
1,360,,0.5555,*,0.0992,,,,,
3,360,,1.287,0.171,0.605,,,,,
4,360,,2.13,1.43,1.91,,,,,
5,360,,4.174,6.036,6.192,,,,,
6,360,,2.871,6.547,6.492,,,,,
7,360,,,14.06,10.43,,,,,
8,360,,,9.09,10.11,0.035,,0.059,,
1,361,,,,0.1182,,,,,
1,361,,0.2957,,,,,,,
2,361,,1.26,0.542,0.606,0,,0,,
5,361,,,16.96,13.07,,,0.786,,
6,361,,,17.53,18.95,,,6.621,,
7,361,,,17.68,25.75,0.22,21.29,,,
8,361,,,10.27,17.39,0.319,6.242,,0.428,
9,361,,,4.73,15.04,,,,,
1,362,,0.2711,0.0615,0.0732,,,,,
3,362,,5.246,4.21,3.734,,,,,
4,362,,5.02,8.29,7.77,,,,,
5,362,,,19.44,13.33,,,,,
6,362,,,21.34,23.51,0,,0,,
7,362,,,31.99,38.34,,,,,
8,362,,,16.75,39.47,0,,0,,
1,363,,0.7115,0.0563,0.1898,,,,,
3,363,,2.06,2.18,1.56,,,,,
4,363,,1.03,5.813,2.79,,,,,
5,363,,9.441,13.902,13.358,,,,,
6,363,,,10.58,8.43,,,,,
7,363,,2.09,7.491,8.082,,,,,
8,363,,,5.93,9.34,0.141,,0.02,,
2,364,,1.52,0.51,0.74,0,,0,,
3,364,,1.534,4.954,2.956,,,,,
4,364,,3.86,15.74,10.24,,,,,
5,364,,3.173,7.873,7.505,,,,,
6,364,,,20.56,15.91,,,0.05,,
7,364,,,21.91,18.49,0,,0.931,,
8,364,,0,22.86,23.07,0,,0.26,,
1,365,,0.351,*,0.0759,,,,,
3,365,,2.135,0.577,0.665,,,,,
4,365,,4.27,6.13,6.46,,,,,
5,365,,2.978,1.858,2.221,,,,,
6,365,,,5.07,3.12,,,,,
7,365,,,3.75,2.495,0,,0,,
8,365,,,7.19,7.93,0.084,,0.094,,
4,366,,7.32,12,5.04,,,,,
6,366,,,17.33,11.26,,,,,
7,366,,,36.71,24.63,0,,0,,
8,366,,,39.93,64.62,,,9.89,,
1,367,,0.4536,*,0.1013,,,,,
4,367,,5.938,10.227,8.11,,,,,
5,367,,6.295,10.387,9.81,,,,,
6,367,,,17.47,14.31,,,1.371,,
8,367,,,6.72,19.92,0.074,0.302,,0.311,
1,368,,0.5344,*,0.121,,,,,
2,368,,2.5118,0.6317,1.0426,,,,,
3,368,,5.027,1.595,2.765,0,,0,,
4,368,,9.73,4.124,6.502,,,,,
5,368,,5.218,14.807,14.725,,,,,
6,368,,,40.96,38.04,,,,,
7,368,,,49.02,58.61,0.04,,13.942,,
8,368,,,21.38,24.17,0,0,,0.123,
11,369,,,6.59,25.57,0.29,0.14,,19.53,
1,369,,,0.0143,,,,,,
1,369,,0.6926,*,0.1431,,,,,
2,369,,1.4052,0.277,0.5538,,,,,
3,369,,3.517,4.144,4.542,,,,,
4,369,,5.692,7.648,9.655,,,,,
5,369,,,21.59,23.79,,,5.104,,
6,369,,,27.1,34.25,,,24.183,,
7,369,,,24.08,37.73,,,27.164,,
8,369,,,18.4,39.2,23.885,,,,
1,370,,0.2852,*,0.0483,,,,,
3,370,,2.02,1.82,1,,,,,
4,370,,9.89,3.09,1.96,,,,,
5,370,,4.106,8.866,4.483,,,,,
6,370,,,13.63,8.95,,,,,
7,370,,,39.28,22.41,,,,,
8,370,,,12.05,11.82,,,,,
3,371,,4.277,0.693,1.994,0,,0,,
4,371,,2.26,3.92,1.54,,,,,
6,371,,,9.17,4.2,,,,,
7,371,,,32.06,15.55,0,0,,,
8,371,,,20.94,13.16,,,,,
7,372,,,19.75,9.09,,,,,
8,372,,,8.78,7.3,0,0,,,
1,373,,0.7622,0.0221,0.1059,,,,,
2,373,,2.86,0.787,1,0,,0,,
3,373,,6.109,4.969,3.815,,,,,
