"","plot","HNO","DWTOTALLEAF","DWMSL","DWBL","TOTALSTEM","DWAP","DWGP","DWPOD","DWMP","WHOLE","Dlines","category","site","pdate","hdate","DAP","geno"
"21","101",8,32.432,5.732,26.7,23.41,NA,NA,0.756,NA,56.598,0,1,1,2016-03-23,2016-05-24,62,"RIJC344"
"22","101",9,17.19,NA,17.19,18.08,0,NA,1.15,NA,36.42,0,1,1,2016-03-23,2016-05-31,69,"RIJC344"
"23","101",10,9.6,0,9.6,19.4,0.01,NA,0.99,NA,30,0,1,1,2016-03-23,2016-06-07,76,"RIJC344"
"24","101",11,2.77,NA,2.77,66.58,6.38,0.348,60.02,NA,136.098,0,1,1,2016-03-23,2016-07-12,111,"RIJC344"
"25","102",1,0.0716,0.0716,NA,0.0189,NA,NA,NA,NA,0.0905,0,1,1,2016-03-23,2016-04-05,13,"JAM"
"26","102",2,0.4351,0.4351,NA,0.0659,NA,NA,NA,NA,0.501,0,1,1,2016-03-23,2016-04-12,20,"JAM"
"27","102",3,1.771,1.729,0.042,0.347,NA,NA,NA,NA,2.118,0,1,1,2016-03-23,2016-04-19,27,"JAM"
"28","102",4,3.579,2.934,0.645,1.05,NA,NA,NA,NA,4.629,0,1,1,2016-03-23,2016-04-26,34,"JAM"
"29","102",5,11.623,6.346,5.277,4.701,NA,NA,NA,NA,16.324,0,1,1,2016-03-23,2016-05-03,41,"JAM"
"30","102",6,22.985,8.359,14.626,12.59,NA,NA,0.194,NA,35.769,0,1,1,2016-03-23,2016-05-10,48,"JAM"
"31","102",8,22.892,8.106,14.786,14.569,NA,NA,3.456,NA,40.917,0,1,1,2016-03-23,2016-05-24,62,"JAM"
"32","102",9,34.57,NA,34.57,37.68,0.859,NA,18.415,NA,91.524,0,1,1,2016-03-23,2016-05-31,69,"JAM"
"33","102",10,25.17,NA,25.17,30.5,1.503,NA,55.98,NA,113.153,0,1,1,2016-03-23,2016-06-07,76,"JAM"
"34","102",11,3.87,NA,3.87,30.01,1.98,0.02,NA,93.96,129.84,0,1,1,2016-03-23,2016-06-23,92,"JAM"
"35","103",1,0.0861,0.0861,NA,0.0187,NA,NA,NA,NA,0.1048,0,1,1,2016-03-23,2016-04-05,13,"RIJC261"
"36","103",11,0,NA,NA,1.905,NA,NA,NA,3.508,5.413,0,1,1,2016-03-23,2016-07-05,104,"RIJC261"
"37","104",11,0,NA,NA,4.108,1.697,0,NA,8.488,14.293,0,1,1,2016-03-23,2016-06-30,99,"RIJC302"
"38","105",1,0.0853,0.0853,NA,0.0177,NA,NA,NA,NA,0.103,0,1,1,2016-03-23,2016-04-05,13,"RIJC001"
"39","105",2,0.2968,0.2968,NA,0.0835,NA,NA,NA,NA,0.3803,0,1,1,2016-03-23,2016-04-12,20,"RIJC001"
"40","105",3,0.567,0.567,NA,0.151,NA,NA,NA,NA,0.718,0,1,1,2016-03-23,2016-04-19,27,"RIJC001"
"41","105",5,1.671,1.632,0.039,0.734,NA,NA,NA,NA,2.405,0,1,1,2016-03-23,2016-05-03,41,"RIJC001"
"42","105",7,6.675,4.585,2.09,4.46,NA,NA,NA,NA,11.135,0,1,1,2016-03-23,2016-05-17,55,"RIJC001"
"43","105",8,7.4,3.72,3.68,5.75,0,NA,6.75,NA,19.9,0,1,1,2016-03-23,2016-05-24,62,"RIJC001"
"44","105",10,6.772,NA,6.772,10.08,0,NA,0.05411,NA,16.90611,0,1,1,2016-03-23,2016-06-07,76,"RIJC001"
"45","105",11,8.951,NA,8.951,51.16,3.209,0,NA,12.333,75.653,0,1,1,2016-03-23,2016-07-09,108,"RIJC001"
"46","106",1,0.1274,0.1274,NA,0.0278,NA,NA,NA,NA,0.1552,0,1,1,2016-03-23,2016-04-05,13,"RIJC361"
"47","106",5,4.995,3.504,1.491,1.965,NA,NA,NA,NA,6.96,0,1,1,2016-03-23,2016-05-03,41,"RIJC361"
"48","106",6,11.528,4.172,7.356,1.37,NA,NA,NA,NA,12.898,0,1,1,2016-03-23,2016-05-10,48,"RIJC361"
"49","106",7,11.747,4.837,6.91,7.17,NA,NA,0.104,NA,19.021,0,1,1,2016-03-23,2016-05-17,55,"RIJC361"
"50","106",8,9.298,2.438,6.86,9.31,NA,NA,0.282,NA,18.89,0,1,1,2016-03-23,2016-05-24,62,"RIJC361"
"51","106",9,29.8,NA,29.8,40.43,0.413,NA,3.125,NA,73.768,0,1,1,2016-03-23,2016-05-31,69,"RIJC361"
"52","106",11,2.016,NA,2.016,31.5,1.313,0,NA,12.714,47.543,0,1,1,2016-03-23,2016-07-11,110,"RIJC361"
"53","107",1,0.1939,0.1939,NA,0.0268,NA,NA,NA,NA,0.2207,0,1,1,2016-03-23,2016-04-05,13,"RIJC334"
"54","107",2,0.6867,0.6839,0.0028,0.1074,NA,NA,NA,NA,0.7941,0,1,1,2016-03-23,2016-04-12,20,"RIJC334"
"55","107",3,1.033,0.96,0.073,0.234,NA,NA,NA,NA,1.267,0,1,1,2016-03-23,2016-04-19,27,"RIJC334"
"56","107",4,4.513,3.103,1.41,1.681,NA,NA,NA,NA,6.194,0,1,1,2016-03-23,2016-04-26,34,"RIJC334"
"57","107",5,4.84,3.51,1.33,2.162,NA,NA,NA,NA,7.002,0,1,1,2016-03-23,2016-05-03,41,"RIJC334"
"58","107",6,6.32,3.77,2.55,3.65,NA,NA,NA,NA,9.97,0,1,1,2016-03-23,2016-05-10,48,"RIJC334"
"59","107",7,6.225,3.045,3.18,3.53,NA,NA,NA,NA,9.755,0,1,1,2016-03-23,2016-05-17,55,"RIJC334"
"60","107",8,13.244,4.619,8.625,13.606,NA,NA,0.401,NA,27.251,0,1,1,2016-03-23,2016-05-24,62,"RIJC334"
"61","107",10,8.64,NA,8.64,13.395,0.117,NA,3.6165,NA,25.7685,0,1,1,2016-03-23,2016-06-07,76,"RIJC334"
"62","107",11,31.76,0,31.76,87.83,2.51,NA,0,13.57,135.67,0,1,1,2016-03-23,2016-07-12,111,"RIJC334"
"63","108",1,0.188,0.188,NA,0.0287,NA,NA,NA,NA,0.2167,0,1,1,2016-03-23,2016-04-05,13,"RIJC214"
"64","108",2,0.4473,0.4473,NA,0.0895,NA,NA,NA,NA,0.5368,0,1,1,2016-03-23,2016-04-12,20,"RIJC214"
"65","108",3,1.903,1.625,0.278,0.52,NA,NA,NA,NA,2.423,0,1,1,2016-03-23,2016-04-19,27,"RIJC214"
"66","108",5,7.563,2.605,4.958,4.149,NA,NA,NA,NA,11.712,0,1,1,2016-03-23,2016-05-03,41,"RIJC214"
"67","108",6,12.09,4.26,7.83,7.78,NA,NA,0.251,NA,20.121,0,1,1,2016-03-23,2016-05-10,48,"RIJC214"
"68","108",7,16.56,2.62,13.94,12.22,NA,NA,3.8,NA,32.58,0,1,1,2016-03-23,2016-05-17,55,"RIJC214"
"69","108",8,21.05,2.49,18.56,16.08,NA,NA,2.657,NA,39.787,0,1,1,2016-03-23,2016-05-24,62,"RIJC214"
"70","108",9,17.52,NA,17.52,19.03,0.873,NA,5.347,NA,42.77,0,1,1,2016-03-23,2016-05-31,69,"RIJC214"
"71","108",10,12.15,NA,12.15,27.77,0,NA,12.744,NA,52.664,0,1,1,2016-03-23,2016-06-07,76,"RIJC214"
"72","108",11,0,NA,0,24.33,2.093,0,NA,12.422,38.845,0,1,1,2016-03-23,2016-07-12,111,"RIJC214"
"73","109",1,0.1738,0.1738,NA,0.0259,NA,NA,NA,NA,0.1997,0,1,1,2016-03-23,2016-04-05,13,"RIJC238"
"74","109",2,0.3926,0.3876,0.005,0.0806,NA,NA,NA,NA,0.4732,0,1,1,2016-03-23,2016-04-12,20,"RIJC238"
"75","109",3,0.62,0.62,NA,0.16,NA,NA,NA,NA,0.78,0,1,1,2016-03-23,2016-04-19,27,"RIJC238"
"76","109",4,1.384,1.159,0.225,0.538,NA,NA,NA,NA,1.922,0,1,1,2016-03-23,2016-04-26,34,"RIJC238"
"77","109",5,1.393,0.818,0.575,0.384,NA,NA,NA,NA,1.777,0,1,1,2016-03-23,2016-05-03,41,"RIJC238"
"78","109",6,4.652,2.462,2.19,2.07,NA,0.331,NA,NA,7.053,0,1,1,2016-03-23,2016-05-10,48,"RIJC238"
"79","109",7,5.561,1.691,3.87,1.65,NA,NA,0.204,NA,7.415,0,1,1,2016-03-23,2016-05-17,55,"RIJC238"
"80","109",8,6.33,2.29,4.04,2.5,NA,NA,1.687,NA,10.517,0,1,1,2016-03-23,2016-05-24,62,"RIJC238"
"81","109",9,6.96,NA,6.96,3.73,NA,NA,8.728,NA,19.418,0,1,1,2016-03-23,2016-05-31,69,"RIJC238"
"82","109",10,6.91,NA,6.91,6.62,0.007,NA,29.411,NA,42.948,0,1,1,2016-03-23,2016-06-07,76,"RIJC238"
"83","109",11,0.358,NA,0.358,2.466,0.21,0,NA,7.952,10.986,0,1,1,2016-03-23,2016-07-05,104,"RIJC238"
"84","11",1,0.4081,0.4081,NA,0.0634,NA,NA,NA,NA,0.4715,0,1,1,2016-03-23,2016-04-05,13,"TM2"
"85","11",2,1.1098,1.0889,0.0209,0.1793,NA,NA,NA,NA,1.2891,0,1,1,2016-03-23,2016-04-12,20,"TM2"
"86","11",3,3.301,2.825,0.476,0.94,NA,NA,NA,NA,4.241,0,1,1,2016-03-23,2016-04-19,27,"TM2"
"87","11",4,7.521,4.686,2.835,3.0524,NA,NA,NA,NA,10.5734,0,1,1,2016-03-23,2016-04-26,34,"TM2"
"88","11",5,11.031,2.587,8.444,7.835,NA,NA,0.134,NA,19,0,1,1,2016-03-23,2016-05-03,41,"TM2"
"89","11",6,26.673,6.413,20.26,16.26,NA,1.655,NA,NA,44.588,0,1,1,2016-03-23,2016-05-10,48,"TM2"
"90","11",7,36.087,4.167,31.92,29,NA,NA,NA,56.37,121.457,0,1,1,2016-03-23,2016-05-17,55,"TM2"
"91","11",8,22.195,3.91,18.285,17.019,NA,NA,40.92,NA,80.134,0,1,1,2016-03-23,2016-05-24,62,"TM2"
"92","11",9,12,NA,12,11.16,0.051,NA,67.19,NA,90.401,0,1,1,2016-03-23,2016-05-31,69,"TM2"
"93","11",10,10.96,NA,10.96,15.52,0.526,NA,103,NA,130.006,0,1,1,2016-03-23,2016-06-07,76,"TM2"
"94","11",11,1.649,NA,1.649,15.591,4.091,0.0315,NA,73.25,94.6125,0,1,1,2016-03-23,2016-06-14,83,"TM2"
"95","110",7,1.857,1.857,NA,0.338,NA,NA,NA,NA,2.195,0,1,1,2016-03-23,2016-05-17,55,"RIJC352"
"96","110",8,5.569,2.749,2.82,3.56,NA,NA,0.353,NA,9.482,0,1,1,2016-03-23,2016-05-24,62,"RIJC352"
"97","110",9,8.03,NA,8.03,5.81,0,NA,3.953,NA,17.793,0,1,1,2016-03-23,2016-05-31,69,"RIJC352"
"98","110",10,2.341,NA,2.341,1.691,0.2371,NA,1.57066666666667,NA,5.83976666666667,0,1,1,2016-03-23,2016-06-07,76,"RIJC352"
"99","110",11,1.397,NA,1.397,4.103,0,0,NA,5.894,11.394,0,1,1,2016-03-23,2016-06-30,99,"RIJC352"
"100","111",1,0.0813,0.0813,NA,0.0124,NA,NA,NA,NA,0.0937,0,1,1,2016-03-23,2016-04-05,13,"RIJC314"
"101","111",2,0.5211,0.4993,0.0218,0.1144,NA,NA,NA,NA,0.6355,0,1,1,2016-03-23,2016-04-12,20,"RIJC314"
"102","111",3,0.518,0.518,NA,0.107,NA,NA,NA,NA,0.625,0,1,1,2016-03-23,2016-04-19,27,"RIJC314"
"103","111",5,4.194,2.396,1.798,2.102,NA,NA,NA,NA,6.296,0,1,1,2016-03-23,2016-05-03,41,"RIJC314"
"104","111",6,6.7,4.121,2.579,3.809,NA,NA,4.121,NA,14.63,0,1,1,2016-03-23,2016-05-10,48,"RIJC314"
"105","111",7,6.809,3.889,2.92,3.4,NA,NA,0.513,NA,10.722,0,1,1,2016-03-23,2016-05-17,55,"RIJC314"
"106","111",8,11.089,5.029,6.06,5.79,NA,NA,2.365,NA,19.244,0,1,1,2016-03-23,2016-05-24,62,"RIJC314"
"107","111",10,11.36,NA,11.36,14.13,0.168,NA,NA,41,66.658,0,1,1,2016-03-23,2016-06-07,76,"RIJC314"
"108","112",1,0.076,0.076,NA,0.0202,NA,NA,NA,NA,0.0962,0,1,1,2016-03-23,2016-04-05,13,"RIJC235"
"109","112",6,11.089,4.611,6.478,7.037,NA,NA,NA,NA,18.126,0,1,1,2016-03-23,2016-05-10,48,"RIJC235"
"110","112",8,30.49,6.28,24.21,81.87,NA,NA,13.031,NA,125.391,0,1,1,2016-03-23,2016-05-24,62,"RIJC235"
"111","112",9,19.705,NA,19.705,18.04,0.294,NA,10.521,NA,48.56,0,1,1,2016-03-23,2016-05-31,69,"RIJC235"
"112","112",10,9.1,NA,9.1,9.52,0.018,NA,11.243,NA,29.881,0,1,1,2016-03-23,2016-06-07,76,"RIJC235"
"113","112",11,9.439,NA,9.439,42.84,7.677,NA,NA,4.925,64.881,0,1,1,2016-03-23,2016-07-11,110,"RIJC235"
"114","113",1,0.0482,0.0482,NA,0.0115,NA,NA,NA,NA,0.0597,0,1,1,2016-03-23,2016-04-05,13,"RIJC076"
"115","113",2,0.1227,0.1227,NA,0.041,NA,NA,NA,NA,0.1637,0,1,1,2016-03-23,2016-04-12,20,"RIJC076"
"116","113",3,0.273,0.273,NA,0.055,NA,NA,NA,NA,0.328,0,1,1,2016-03-23,2016-04-19,27,"RIJC076"
"117","113",5,1.314,1.152,0.162,0.575,NA,NA,NA,NA,1.889,0,1,1,2016-03-23,2016-05-03,41,"RIJC076"
"118","113",6,7.16,1.51,5.65,5.36,NA,0.269,NA,NA,12.789,0,1,1,2016-03-23,2016-05-10,48,"RIJC076"
"119","113",7,2.462,1.662,0.8,1.47,NA,NA,2.143,NA,6.075,0,1,1,2016-03-23,2016-05-17,55,"RIJC076"
"120","113",8,5.655,1.905,3.75,4.65,NA,NA,5.083,NA,15.388,0,1,1,2016-03-23,2016-05-24,62,"RIJC076"
"121","113",10,1.78,NA,1.78,3.48,2.752,NA,6.248,NA,14.26,0,1,1,2016-03-23,2016-06-07,76,"RIJC076"
"122","113",11,2.59,NA,2.59,NA,NA,NA,NA,6.41,9,0,1,1,2016-03-23,2016-07-12,111,"RIJC076"
"123","114",10,6.37,NA,6.37,4.91,0,NA,2.148,NA,13.428,0,1,1,2016-03-23,2016-06-07,76,"RIJC241"
"124","114",11,3.72,NA,3.72,14.63,2.686,0.69,NA,9.357,31.083,0,1,1,2016-03-23,2016-07-12,111,"RIJC241"
"125","115",1,0.0966,0.0966,NA,0.0223,NA,NA,NA,NA,0.1189,0,1,1,2016-03-23,2016-04-05,13,"RIJC244"
"126","115",2,0.3503,0.3503,NA,0.0823,NA,NA,NA,NA,0.4326,0,1,1,2016-03-23,2016-04-12,20,"RIJC244"
"127","115",3,0.499,0.499,NA,0.135,NA,NA,NA,NA,0.634,0,1,1,2016-03-23,2016-04-19,27,"RIJC244"
"128","115",5,1.126,0.63,0.496,0.553,NA,0.154,NA,NA,1.833,0,1,1,2016-03-23,2016-05-03,41,"RIJC244"
"129","115",6,5.705,2.129,3.576,3.79,NA,NA,0.321,NA,9.816,0,1,1,2016-03-23,2016-05-10,48,"RIJC244"
"130","115",7,6.803,1.983,4.82,2.88,NA,NA,0.116,NA,9.799,0,1,1,2016-03-23,2016-05-17,55,"RIJC244"
"131","115",8,1.872,1.273,0.599,0.602,NA,NA,0.584,NA,3.058,0,1,1,2016-03-23,2016-05-24,62,"RIJC244"
"132","115",10,2.99,NA,2.99,2.34,0.025,NA,1.838,NA,7.193,0,1,1,2016-03-23,2016-06-07,76,"RIJC244"
"133","115",11,0.692,NA,0.692,9.41,1.262,NA,NA,13.537,24.901,0,1,1,2016-03-23,2016-07-07,106,"RIJC244"
"134","116",1,0.2361,0.2361,NA,0.0315,NA,NA,NA,NA,0.2676,0,1,1,2016-03-23,2016-04-05,13,"TM7"
"135","116",2,0.4558,0.4558,NA,0.0717,NA,NA,NA,NA,0.5275,0,1,1,2016-03-23,2016-04-12,20,"TM7"
"136","116",3,1.953,1.752,0.201,0.508,NA,NA,NA,NA,2.461,0,1,1,2016-03-23,2016-04-19,27,"TM7"
"137","116",5,4.236,2.781,1.455,2.517,NA,NA,NA,NA,6.753,0,1,1,2016-03-23,2016-05-03,41,"TM7"
"138","116",6,13.578,4.702,8.876,8.336,NA,NA,0.686,NA,22.6,0,1,1,2016-03-23,2016-05-10,48,"TM7"
"139","116",7,15.866,6.726,9.14,9.3,NA,NA,11.442,NA,36.608,0,1,1,2016-03-23,2016-05-17,55,"TM7"
"140","116",8,12.3,4.97,7.33,9.81,NA,NA,21.88,NA,43.99,0,1,1,2016-03-23,2016-05-24,62,"TM7"
"141","116",9,21,0,21,14.9,0,NA,65.66,NA,101.56,0,1,1,2016-03-23,2016-05-31,69,"TM7"
"142","116",10,28.465,NA,28.465,43.975,0.1815,NA,71.81,NA,144.4315,0,1,1,2016-03-23,2016-06-07,76,"TM7"
"143","116",11,3.97,NA,3.97,10.82,0,1.48,NA,68.58,84.85,0,1,1,2016-03-23,2016-06-14,83,"TM7"
"144","117",1,0.127,0.127,NA,0.0245,NA,NA,NA,NA,0.1515,0,1,1,2016-03-23,2016-04-05,13,"RIJC035"
"145","117",2,0.4296,0.4296,NA,0.0815,NA,NA,NA,NA,0.5111,0,1,1,2016-03-23,2016-04-12,20,"RIJC035"
"146","117",3,0.999,0.956,0.043,0.226,NA,NA,NA,NA,1.225,0,1,1,2016-03-23,2016-04-19,27,"RIJC035"
"147","117",5,5.728,2.126,3.602,3.044,NA,NA,0.332,NA,9.104,0,1,1,2016-03-23,2016-05-03,41,"RIJC035"
"148","117",7,10.013,2.063,7.95,7.92,NA,NA,1.499,NA,19.432,0,1,1,2016-03-23,2016-05-17,55,"RIJC035"
"149","117",8,14.462,1.465,12.997,15.575,NA,NA,7.683,NA,37.72,0,1,1,2016-03-23,2016-05-24,62,"RIJC035"
"150","117",10,10.91,NA,10.91,9.64,0,NA,5.126,NA,25.676,0,1,1,2016-03-23,2016-06-07,76,"RIJC035"
"151","117",11,2.47,NA,2.47,19.5,2.11,0,39.08,NA,63.16,0,1,1,2016-03-23,2016-07-07,106,"RIJC035"
"152","118",1,0.1659,0.1659,NA,0.03,NA,NA,NA,NA,0.1959,0,1,1,2016-03-23,2016-04-05,13,"RIJC030"
"153","118",5,4.424,3.455,0.969,1.627,NA,NA,NA,NA,6.051,0,1,1,2016-03-23,2016-05-03,41,"RIJC030"
"154","118",7,17.1,6.61,10.49,7.03,NA,NA,NA,NA,24.13,0,1,1,2016-03-23,2016-05-17,55,"RIJC030"
"155","118",8,24.17,7.12,17.05,12.63,NA,NA,1.829,NA,38.629,0,1,1,2016-03-23,2016-05-24,62,"RIJC030"
"156","118",9,22.46,NA,22.46,20.81,0.395,NA,0.868,NA,44.533,0,1,1,2016-03-23,2016-05-31,69,"RIJC030"
"157","118",10,18.09,NA,18.09,11.06,0.14245,NA,0.1721,NA,29.46455,0,1,1,2016-03-23,2016-06-07,76,"RIJC030"
"158","118",11,66.19,NA,66.19,103.24,1.278,0.339,NA,8.485,179.532,0,1,1,2016-03-23,2016-07-11,110,"RIJC030"
"159","119",1,0.1378,0.1378,NA,0.0279,NA,NA,NA,NA,0.1657,0,1,1,2016-03-23,2016-04-05,13,"RIJC021"
"160","119",2,0.5515,0.4528,0.0987,NA,NA,NA,NA,NA,0.5515,0,1,1,2016-03-23,2016-04-12,20,"RIJC021"
"161","119",5,2.162,1.903,0.259,0.96,NA,NA,NA,NA,3.122,0,1,1,2016-03-23,2016-05-03,41,"RIJC021"
"162","119",8,12.518,3.76,8.758,11.808,NA,NA,11.874,NA,36.2,0,1,1,2016-03-23,2016-05-24,62,"RIJC021"
"163","119",10,6.77,NA,6.77,11.34,0.126,NA,24.028,NA,42.264,0,1,1,2016-03-23,2016-06-07,76,"RIJC021"
"164","119",11,0,NA,0,10.21,4.872,0.017,NA,15.448,30.547,0,1,1,2016-03-23,2016-07-12,111,"RIJC021"
"165","12",3,0.895,0.895,NA,0.121,NA,NA,NA,NA,1.016,0,1,1,2016-03-23,2016-04-19,27,"RIJC025"
"166","12",5,7.986,4.602,3.384,2.842,NA,NA,NA,NA,10.828,0,1,1,2016-03-23,2016-05-03,41,"RIJC025"
"167","12",6,11.738,4.458,7.28,4.48,NA,NA,NA,NA,16.218,0,1,1,2016-03-23,2016-05-10,48,"RIJC025"
"168","12",7,13.527,3.427,10.1,8.69,NA,NA,0.592,NA,22.809,0,1,1,2016-03-23,2016-05-17,55,"RIJC025"
"169","12",8,15.162,2.952,12.21,13.28,NA,NA,1.998,NA,30.44,0,1,1,2016-03-23,2016-05-24,62,"RIJC025"
"170","12",9,25.57,NA,25.57,19.13,0.676,NA,11.171,NA,56.547,0,1,1,2016-03-23,2016-05-31,69,"RIJC025"
"171","12",11,0.445,NA,0.445,24.13,1.737,0,NA,20.623,46.935,0,1,1,2016-03-23,2016-07-12,111,"RIJC025"
"172","120",1,0.0663,0.0663,NA,0.0148,NA,NA,NA,NA,0.0811,0,1,1,2016-03-23,2016-04-05,13,"RIJC144"
"173","120",2,0.3426,0.3426,NA,0.0624,NA,NA,NA,NA,0.405,0,1,1,2016-03-23,2016-04-12,20,"RIJC144"
"174","120",5,7.621,5.49,2.131,3.373,NA,NA,NA,NA,10.994,0,1,1,2016-03-23,2016-05-03,41,"RIJC144"
"175","120",6,11.333,5.573,5.76,6.17,NA,NA,NA,NA,17.503,0,1,1,2016-03-23,2016-05-10,48,"RIJC144"
"176","120",7,18.846,6.116,12.73,13.78,NA,NA,0.883,NA,33.509,0,1,1,2016-03-23,2016-05-17,55,"RIJC144"
"177","120",8,27.92,6.09,21.83,17.41,NA,NA,0.705,NA,46.035,0,1,1,2016-03-23,2016-05-24,62,"RIJC144"
"178","120",10,6.56,NA,6.56,7.09,NA,NA,3.187,NA,16.837,0,1,1,2016-03-23,2016-06-07,76,"RIJC144"
"179","120",11,39.8,0,39.8,55.3,1.45,NA,0,5.79,102.34,0,1,1,2016-03-23,2016-07-12,111,"RIJC144"
"180","121",1,0.1136,0.1136,NA,0.0253,NA,NA,NA,NA,0.1389,0,2,1,2016-03-24,2016-04-07,14,"RIJC205"
"181","121",2,0.3681,0.3681,NA,0.743,NA,NA,NA,NA,1.1111,0,2,1,2016-03-24,2016-04-14,21,"RIJC205"
"182","121",3,2.254,1.773,0.481,0.649,NA,NA,NA,NA,2.903,0,2,1,2016-03-24,2016-04-21,28,"RIJC205"
"183","121",4,7.436,2.759,4.677,3.566,NA,NA,NA,NA,11.002,0,2,1,2016-03-24,2016-04-28,35,"RIJC205"
"184","121",5,12.4705,3.452,9.0185,8.027,NA,NA,NA,NA,20.4975,0,2,1,2016-03-24,2016-05-05,42,"RIJC205"
"185","121",6,17.55,4.38,13.17,14.64,NA,NA,0.282,NA,32.472,0,2,1,2016-03-24,2016-05-12,49,"RIJC205"
"186","121",7,39.74,5.29,34.45,31.26,NA,NA,7.29,NA,78.29,0,2,1,2016-03-24,2016-05-19,56,"RIJC205"
"187","121",8,26.307,3.457,22.85,31.06,NA,NA,3.647,NA,61.014,0,2,1,2016-03-24,2016-05-26,63,"RIJC205"
"188","121",9,14.92,NA,14.92,24.125,0.176,NA,0.4725,NA,39.6935,0,2,1,2016-03-24,2016-06-02,70,"RIJC205"
"189","121",10,27.06,NA,27.06,85.97,2.916,NA,42.96,NA,158.906,0,2,1,2016-03-24,2016-06-09,77,"RIJC205"
"190","121",11,59.49,NA,59.49,86.93,1.7,NA,NA,21.37,169.49,0,2,1,2016-03-24,2016-07-13,111,"RIJC205"
"191","122",1,0.1095,0.1095,NA,0.0173,NA,NA,NA,NA,0.1268,0,2,1,2016-03-24,2016-04-07,14,"RIJC313"
"192","122",4,4.615,2.668,1.947,1.433,NA,NA,NA,NA,6.048,0,2,1,2016-03-24,2016-04-28,35,"RIJC313"
"193","122",5,6.624,2.366,4.258,2.674,NA,NA,NA,NA,9.298,0,2,1,2016-03-24,2016-05-05,42,"RIJC313"
"194","122",6,16.787,2.797,13.99,18.06,NA,NA,2.358,NA,37.205,0,2,1,2016-03-24,2016-05-12,49,"RIJC313"
"195","122",7,26.885,4.435,22.45,52.48,NA,NA,8.56,NA,87.925,0,2,1,2016-03-24,2016-05-19,56,"RIJC313"
"196","122",8,29.1945,6.2925,22.902,31.5,NA,NA,14.903,NA,75.5975,0,2,1,2016-03-24,2016-05-26,63,"RIJC313"
"197","122",9,10.04,NA,10.04,11.82,2.095,NA,4.073,NA,28.028,0,2,1,2016-03-24,2016-06-02,70,"RIJC313"
"198","122",10,24.57,NA,24.57,45.82,6.606,NA,58.465,NA,135.461,0,2,1,2016-03-24,2016-06-09,77,"RIJC313"
"199","122",11,0.59,NA,0.59,16.84,1.618,0,NA,17.903,36.951,0,2,1,2016-03-24,2016-07-13,111,"RIJC313"
"200","123",4,3.276,2.898,0.378,0.968,NA,NA,NA,NA,4.244,0,2,1,2016-03-24,2016-04-28,35,"RIJC141"
"201","123",5,16.19,7.553,8.637,7.517,NA,NA,NA,NA,23.707,0,2,1,2016-03-24,2016-05-05,42,"RIJC141"
"202","123",6,6.942,4.372,2.57,1.02,NA,NA,NA,NA,7.962,0,2,1,2016-03-24,2016-05-12,49,"RIJC141"
"203","123",10,12,NA,12,42.7,5.688,NA,29.546,NA,89.934,0,2,1,2016-03-24,2016-06-09,77,"RIJC141"
"204","124",4,5.003,3.62,1.383,1.516,NA,NA,NA,NA,6.519,0,2,1,2016-03-24,2016-04-28,35,"RIJC368"
"205","124",5,14.844,7.487,7.357,5.589,NA,NA,NA,NA,20.433,0,2,1,2016-03-24,2016-05-05,42,"RIJC368"
"206","124",8,32.327,2.517,29.81,17.79,NA,NA,3.097,NA,53.214,0,2,1,2016-03-24,2016-05-26,63,"RIJC368"
"207","124",10,7.32,NA,7.32,27.93,5.336,NA,63.4,NA,103.986,0,2,1,2016-03-24,2016-06-09,77,"RIJC368"
"208","124",11,12.99,NA,12.99,76.43,5.16,NA,25.16,NA,119.74,0,2,1,2016-03-24,2016-07-14,112,"RIJC368"
"209","125",8,25.512,6.542,18.97,12.19,NA,NA,0.596,NA,38.298,0,2,1,2016-03-24,2016-05-26,63,"RIJC370"
"210","125",10,33.64,NA,33.64,34.8,0.03,NA,0.98,NA,69.45,0,2,1,2016-03-24,2016-06-09,77,"RIJC370"
"211","125",11,60.79,NA,60.79,110.69,1.77,1.419,NA,11.546,186.215,0,2,1,2016-03-24,2016-07-14,112,"RIJC370"
"212","126",1,0.1209,0.1209,NA,0.0285,NA,NA,NA,NA,0.1494,0,2,1,2016-03-24,2016-04-07,14,"JAM"
"213","126",2,0.5087,0.5087,NA,0.0761,NA,NA,NA,NA,0.5848,0,2,1,2016-03-24,2016-04-14,21,"JAM"
"214","126",3,2.546,2.306,0.24,0.588,NA,NA,NA,NA,3.134,0,2,1,2016-03-24,2016-04-21,28,"JAM"
"215","126",5,19.903,7.452,12.451,9.017,NA,NA,NA,NA,28.92,0,2,1,2016-03-24,2016-05-05,42,"JAM"
"216","126",6,17.099,7.209,9.89,11.28,NA,NA,0.421,NA,28.8,0,2,1,2016-03-24,2016-05-12,49,"JAM"
"217","126",7,27.738,7.718,20.02,14.29,NA,NA,8.046,NA,50.074,0,2,1,2016-03-24,2016-05-19,56,"JAM"
"218","126",8,26.979,10.326,16.653,19.163,NA,NA,10.942,NA,57.084,0,2,1,2016-03-24,2016-05-26,63,"JAM"
"219","126",10,17.84,NA,17.84,24.32,0.65,NA,61.25,NA,104.06,0,2,1,2016-03-24,2016-06-09,77,"JAM"
"220","126",11,25.96,NA,25.96,52.42,0,0,NA,115.89,194.27,0,2,1,2016-03-24,2016-07-14,112,"JAM"
