"","plot","HNO","DWTOTALLEAF","DWMSL","DWBL","TOTALSTEM","DWAP","DWGP","DWPOD","DWMP","WHOLE","Dlines","category","site","pdate","hdate","DAP","geno"
"3559","D11",5,7.051,4.461,2.59,3.919,NA,NA,NA,NA,10.97,1,3,1,2016-03-29,2016-05-05,37,"Vista"
"3560","D11",6,17.836,7.606,10.23,10.77,NA,NA,NA,NA,28.606,1,3,1,2016-03-29,2016-05-12,44,"Vista"
"3561","D11",7,15.774,6.764,9.01,16.32,NA,NA,0.884,NA,32.978,1,3,1,2016-03-29,2016-05-20,52,"Vista"
"3562","D11",8,25.994,5.314,20.68,37.99,NA,NA,6.53,NA,70.514,1,3,1,2016-03-29,2016-05-27,59,"Vista"
"3563","D11",9,24.57,NA,24.57,34.33,0.213,NA,30.564,NA,89.677,1,3,1,2016-03-29,2016-06-03,66,"Vista"
"3564","D11",11,4.951,NA,4.951,33.64,3.717,0,NA,5.422,47.73,1,3,1,2016-03-29,2016-07-05,98,"Vista"
"3565","D13",1,0.1005,0.1005,NA,0.018,NA,NA,NA,NA,0.1185,1,3,1,2016-03-29,2016-04-07,9,"CDCWM2"
"3566","D13",2,0.6107,0.5963,0.0144,0.1084,NA,NA,NA,NA,0.7191,1,3,1,2016-03-29,2016-04-14,16,"CDCWM2"
"3567","D13",3,1.173,1.141,0.032,0.314,NA,NA,NA,NA,1.487,1,3,1,2016-03-29,2016-04-21,23,"CDCWM2"
"3568","D13",4,4.098,2.757,1.341,2.218,NA,NA,NA,NA,6.316,1,3,1,2016-03-29,2016-04-28,30,"CDCWM2"
"3569","D13",5,6.308,3.978,2.33,4.717,NA,NA,NA,NA,11.025,1,3,1,2016-03-29,2016-05-05,37,"CDCWM2"
"3570","D13",6,19.101,5.871,13.23,17.85,NA,NA,NA,4.312,41.263,1,3,1,2016-03-29,2016-05-12,44,"CDCWM2"
"3571","D13",7,17.608,5.418,12.19,20.7,NA,NA,21.771,NA,60.079,1,3,1,2016-03-29,2016-05-20,52,"CDCWM2"
"3572","D13",8,14.251,1.761,12.49,17.65,NA,NA,53.11,NA,85.011,1,3,1,2016-03-29,2016-05-27,59,"CDCWM2"
"3573","D13",9,9.57,NA,9.57,23.58,0,NA,55.67,NA,88.82,1,3,1,2016-03-29,2016-06-03,66,"CDCWM2"
"3574","D13",10,12.42,NA,12.42,18.15,0.303,NA,35.39,NA,66.263,1,3,1,2016-03-29,2016-06-10,73,"CDCWM2"
"3575","D13",11,0.853,NA,0.853,14.107,0,0,NA,52.53,67.49,1,3,1,2016-03-29,2016-06-30,93,"CDCWM2"
"3576","D14",1,0.0818,0.0818,NA,0.0101,NA,NA,NA,NA,0.0919,1,3,1,2016-03-29,2016-04-07,9,"AC compass"
"3577","D14",2,0.2276,0.2276,NA,0.0408,NA,NA,NA,NA,0.2684,1,3,1,2016-03-29,2016-04-14,16,"AC compass"
"3578","D14",3,3.763,2.498,1.265,1.464,NA,NA,NA,NA,5.227,1,3,1,2016-03-29,2016-04-21,23,"AC compass"
"3579","D14",4,4.721,3.566,1.155,1.656,NA,NA,NA,NA,6.377,1,3,1,2016-03-29,2016-04-28,30,"AC compass"
"3580","D14",5,8.537,0.324,8.213,3.185,NA,NA,NA,NA,11.722,1,3,1,2016-03-29,2016-05-05,37,"AC compass"
"3581","D14",6,16.783,8.093,8.69,10.49,NA,NA,0.808,NA,28.081,1,3,1,2016-03-29,2016-05-12,44,"AC compass"
"3582","D14",7,31.197,8.407,22.79,26.71,NA,NA,8.245,NA,66.152,1,3,1,2016-03-29,2016-05-20,52,"AC compass"
"3583","D14",8,14.349,3.439,10.91,21.25,NA,NA,13.825,NA,49.424,1,3,1,2016-03-29,2016-05-27,59,"AC compass"
"3584","D14",10,15,NA,15,21.91,0.063,NA,45.61,NA,82.583,1,3,1,2016-03-29,2016-06-10,73,"AC compass"
"3585","D14",11,0.6605,NA,0.6605,11.343,1.0775,0,16.98,34.043,64.104,1,3,1,2016-03-29,NA,NA,"AC compass"
"3586","D15",1,0.0161,0.0161,NA,0.0034,NA,NA,NA,NA,0.0195,1,3,1,2016-03-29,2016-04-07,9,"Tepary22"
"3587","D15",2,0.096,0.096,NA,0.0222,NA,NA,NA,NA,0.1182,1,3,1,2016-03-29,2016-04-14,16,"Tepary22"
"3588","D15",3,0.6005,0.5048,0.0957,0.135,NA,NA,NA,NA,0.7355,1,3,1,2016-03-29,2016-04-21,23,"Tepary22"
"3589","D15",4,1.977,0.906,1.071,0.828,NA,NA,NA,NA,2.805,1,3,1,2016-03-29,2016-04-28,30,"Tepary22"
"3590","D15",5,6.832,0.772,6.06,4.404,NA,NA,NA,NA,11.236,1,3,1,2016-03-29,2016-05-05,37,"Tepary22"
"3591","D15",6,11.748,1.578,10.17,9,NA,NA,0.795,NA,21.543,1,3,1,2016-03-29,2016-05-12,44,"Tepary22"
"3592","D15",7,18.62,1.87,16.75,18.48,NA,NA,7.289,NA,44.389,1,3,1,2016-03-29,2016-05-20,52,"Tepary22"
"3593","D15",9,22.17,NA,22.17,30.47,0.491,NA,34.586,NA,87.717,1,3,1,2016-03-29,2016-06-03,66,"Tepary22"
"3594","D15",11,0,NA,0,13.147,0.288,0.426,NA,38.641,52.502,1,3,1,2016-03-29,2016-06-30,93,"Tepary22"
"3595","D16",1,0.1054,0.1054,NA,0.0177,NA,NA,NA,NA,0.1231,1,3,1,2016-03-29,2016-04-07,9,"Pv230"
"3596","D16",2,0.5479,0.5479,NA,0.1004,NA,NA,NA,NA,0.6483,1,3,1,2016-03-29,2016-04-14,16,"Pv230"
"3597","D16",3,3.693,2.435,1.258,1.74,NA,NA,NA,NA,5.433,1,3,1,2016-03-29,2016-04-21,23,"Pv230"
"3598","D16",4,3.975,2.531,1.444,1.926,NA,NA,NA,NA,5.901,1,3,1,2016-03-29,2016-04-28,30,"Pv230"
"3599","D16",5,6.14,2.98,3.16,3.739,NA,NA,NA,NA,9.879,1,3,1,2016-03-29,2016-05-05,37,"Pv230"
"3600","D16",6,10.031,4.291,5.74,6.93,NA,NA,2.829,NA,19.79,1,3,1,2016-03-29,2016-05-12,44,"Pv230"
"3601","D16",7,11.942,2.342,9.6,11.97,NA,NA,8.308,NA,32.22,1,3,1,2016-03-29,2016-05-20,52,"Pv230"
"3602","D16",8,18.714,1.874,16.84,23.85,NA,NA,35.636,NA,78.2,1,3,1,2016-03-29,2016-05-27,59,"Pv230"
"3603","D16",9,9.27,NA,9.27,13,2.43,NA,44.2,NA,68.9,1,3,1,2016-03-29,2016-06-03,66,"Pv230"
"3604","D16",10,9.14,NA,9.14,21.1,1.759,NA,74.9,NA,106.899,1,3,1,2016-03-29,2016-06-10,73,"Pv230"
"3605","D16",11,1.89,NA,1.89,12.8,0.536,0,NA,43.98,59.206,1,3,1,2016-03-29,2016-06-23,86,"Pv230"
"3606","D17",1,0.0827,0.0827,NA,0.0016,NA,NA,NA,NA,0.0843,1,3,1,2016-03-29,2016-04-07,9,"Lightning"
"3607","D17",2,0.293,0.293,NA,0.0393,NA,NA,NA,NA,0.3323,1,3,1,2016-03-29,2016-04-14,16,"Lightning"
"3608","D17",3,2.309,2.309,NA,1.509,NA,NA,NA,NA,3.818,1,3,1,2016-03-29,2016-04-21,23,"Lightning"
"3609","D17",4,3.127,2.876,0.251,1.296,NA,NA,NA,NA,4.423,1,3,1,2016-03-29,2016-04-28,30,"Lightning"
"3610","D17",5,10.556,4.186,6.37,4.268,NA,NA,NA,NA,14.824,1,3,1,2016-03-29,2016-05-05,37,"Lightning"
"3611","D17",6,13.257,7.177,6.08,9.11,NA,NA,0.753,NA,23.12,1,3,1,2016-03-29,2016-05-12,44,"Lightning"
"3612","D17",7,17.089,7.569,9.52,14.17,NA,NA,4.851,NA,36.11,1,3,1,2016-03-29,2016-05-20,52,"Lightning"
"3613","D17",8,15.198,5.748,9.45,20.89,NA,NA,12.173,NA,48.261,1,3,1,2016-03-29,2016-05-27,59,"Lightning"
"3614","D17",9,14.39,NA,14.39,26.01,NA,NA,21.565,NA,61.965,1,3,1,2016-03-29,2016-06-03,66,"Lightning"
"3615","D17",10,12,NA,12,33.86,0.121,NA,55.89,NA,101.871,1,3,1,2016-03-29,2016-06-10,73,"Lightning"
"3616","D17",11,11.819,NA,11.819,35.641,2.002,NA,NA,48.7,98.162,1,3,1,2016-03-29,2016-06-30,93,"Lightning"
"3617","D18",1,0.0731,0.0731,NA,0.0102,NA,NA,NA,NA,0.0833,1,3,1,2016-03-29,2016-04-07,9,"Nautica"
"3618","D18",2,0.4013,0.4013,NA,0.0507,NA,NA,NA,NA,0.452,1,3,1,2016-03-29,2016-04-14,16,"Nautica"
"3619","D18",3,2.43,2.43,NA,1.491,NA,NA,NA,NA,3.921,1,3,1,2016-03-29,2016-04-21,23,"Nautica"
"3620","D18",4,3.176,2.802,0.374,1.032,NA,NA,NA,NA,4.208,1,3,1,2016-03-29,2016-04-28,30,"Nautica"
"3621","D18",5,6.645,4.305,2.34,3.819,NA,NA,NA,NA,10.464,1,3,1,2016-03-29,2016-05-05,37,"Nautica"
"3622","D18",6,9.471,6.971,2.5,4.2,NA,NA,NA,NA,13.671,1,3,1,2016-03-29,2016-05-12,44,"Nautica"
"3623","D18",7,19.52,4.36,15.16,22.75,NA,NA,2.632,NA,44.902,1,3,1,2016-03-29,2016-05-20,52,"Nautica"
"3624","D18",8,18.296,4.556,13.74,27.8,NA,NA,7.878,NA,53.974,1,3,1,2016-03-29,2016-05-27,59,"Nautica"
"3625","D18",9,25,NA,25,39.23,0.245,NA,22.803,NA,87.278,1,3,1,2016-03-29,2016-06-03,66,"Nautica"
"3626","D18",10,23.97,NA,23.97,38.27,1.539,NA,50.5,NA,114.279,1,3,1,2016-03-29,2016-06-10,73,"Nautica"
"3627","D18",11,6.635,NA,6.635,29.72,2.401,0.058,24.79,NA,63.604,1,3,1,2016-03-29,2016-07-05,98,"Nautica"
"3628","D19",1,0.0477,0.0477,NA,0.0097,NA,NA,NA,NA,0.0574,1,3,1,2016-03-29,2016-04-07,9,"Envoy"
"3629","D19",2,0.4351,0.4351,NA,0.0693,NA,NA,NA,NA,0.5044,1,3,1,2016-03-29,2016-04-14,16,"Envoy"
"3630","D19",3,4.05,2.64,1.41,1.676,NA,NA,NA,NA,5.726,1,3,1,2016-03-29,2016-04-21,23,"Envoy"
"3631","D19",4,3.034,1.749,1.285,1.421,NA,NA,NA,NA,4.455,1,3,1,2016-03-29,2016-04-28,30,"Envoy"
"3632","D19",5,11.5975,4.2815,7.316,8.9065,NA,NA,NA,NA,20.504,1,3,1,2016-03-29,2016-05-05,37,"Envoy"
"3633","D19",6,13.931,4.011,9.92,4.13,NA,NA,3.919,NA,21.98,1,3,1,2016-03-29,2016-05-12,44,"Envoy"
"3634","D19",7,15.75,3.27,12.48,16.33,NA,NA,8.975,NA,41.055,1,3,1,2016-03-29,2016-05-20,52,"Envoy"
"3635","D19",8,11.52,1.73,9.79,23.08,NA,NA,12.36,NA,46.96,1,3,1,2016-03-29,2016-05-27,59,"Envoy"
"3636","D19",9,12.57,NA,12.57,26.13,1.569,NA,31.443,NA,71.712,1,3,1,2016-03-29,2016-06-03,66,"Envoy"
"3637","D19",10,4.29,NA,4.29,15.35,0.339,NA,53.41,NA,73.389,1,3,1,2016-03-29,2016-06-10,73,"Envoy"
"3638","D19",11,0,NA,NA,NA,4.81,NA,4,4.8,13.61,1,3,1,2016-03-29,2016-06-21,84,"Envoy"
"3639","D2",1,0,NA,NA,0.011,NA,NA,NA,NA,0.011,1,3,1,2016-03-29,2016-04-07,9,"Navigator"
"3640","D2",2,0.2926,0.2926,NA,0.0412,NA,NA,NA,NA,0.3338,1,3,1,2016-03-29,2016-04-14,16,"Navigator"
"3641","D2",3,3.428,2.178,1.25,1.406,NA,NA,NA,NA,4.834,1,3,1,2016-03-29,2016-04-21,23,"Navigator"
"3642","D2",4,3.344,2.898,0.446,1.163,NA,NA,NA,NA,4.507,1,3,1,2016-03-29,2016-04-28,30,"Navigator"
"3643","D2",5,3.237,1.717,1.52,1.172,NA,NA,NA,NA,4.409,1,3,1,2016-03-29,2016-05-05,37,"Navigator"
"3644","D2",6,20.319,9.239,11.08,11.11,NA,NA,NA,NA,31.429,1,3,1,2016-03-29,2016-05-12,44,"Navigator"
"3645","D2",7,17.722,4.182,13.54,15.94,NA,NA,0.825,NA,34.487,1,3,1,2016-03-29,2016-05-20,52,"Navigator"
"3646","D2",8,26.83,7.925,18.905,27.58,NA,NA,11.015,NA,65.425,1,3,1,2016-03-29,2016-05-27,59,"Navigator"
"3647","D2",9,22.84,NA,22.84,33.72,4.458,NA,17.795,NA,78.813,1,3,1,2016-03-29,2016-06-03,66,"Navigator"
"3648","D2",10,14.99,NA,14.99,25.3,1.016,NA,38.71,NA,80.016,1,3,1,2016-03-29,2016-06-10,73,"Navigator"
"3649","D2",11,10.841,NA,10.841,69.26,19.295,0,NA,63.06,162.456,1,3,1,2016-03-29,2016-06-30,93,"Navigator"
"3650","D20",1,0.0192,0.0192,NA,0.005,NA,NA,NA,NA,0.0242,1,3,1,2016-03-29,2016-04-07,9,"Tepary32"
"3651","D20",2,0.2137,0.2019,0.0118,0.0286,NA,NA,NA,NA,0.2423,1,3,1,2016-03-29,2016-04-14,16,"Tepary32"
"3652","D20",3,3.755,2.098,1.657,1.469,NA,NA,NA,NA,5.224,1,3,1,2016-03-29,2016-04-21,23,"Tepary32"
"3653","D20",4,4.338,1.621,2.717,1.486,NA,NA,NA,NA,5.824,1,3,1,2016-03-29,2016-04-28,30,"Tepary32"
"3654","D20",5,7.436,1.936,5.5,4.293,NA,NA,NA,NA,11.729,1,3,1,2016-03-29,2016-05-05,37,"Tepary32"
"3655","D20",6,15.185,2.665,12.52,8.1,NA,NA,0.259,NA,23.544,1,3,1,2016-03-29,2016-05-12,44,"Tepary32"
"3656","D20",7,11.611,1.031,10.58,11.29,NA,NA,1.568,NA,24.469,1,3,1,2016-03-29,2016-05-20,52,"Tepary32"
"3657","D21",1,0.0654,0.0654,NA,0.0077,NA,NA,NA,NA,0.0731,1,4,1,2016-03-29,2016-04-07,9,"Nautica"
"3658","D21",2,0.2202,0.2202,NA,0.0387,NA,NA,NA,NA,0.2589,1,4,1,2016-03-29,2016-04-14,16,"Nautica"
"3659","D21",3,2.117,2.117,NA,1.468,NA,NA,NA,NA,3.585,1,4,1,2016-03-29,2016-04-21,23,"Nautica"
"3660","D21",4,2.669,2.335,0.334,0.852,NA,NA,NA,NA,3.521,1,4,1,2016-03-29,2016-04-28,30,"Nautica"
"3661","D21",5,7.033,4.723,2.31,3.651,NA,NA,NA,NA,10.684,1,4,1,2016-03-29,2016-05-05,37,"Nautica"
"3662","D21",6,8.419,5.779,2.64,4.12,NA,NA,0.137,NA,12.676,1,4,1,2016-03-29,2016-05-12,44,"Nautica"
"3663","D21",7,20.081,4.201,15.88,17.65,NA,NA,4.561,NA,42.292,1,4,1,2016-03-29,2016-05-20,52,"Nautica"
"3664","D21",8,15.275,2.525,12.75,23.19,1.577,NA,17.228,NA,57.27,1,4,1,2016-03-29,2016-05-27,59,"Nautica"
"3665","D21",9,18.68,NA,18.68,26.97,0.964,NA,32.651,NA,79.265,1,4,1,2016-03-29,2016-06-03,66,"Nautica"
"3666","D21",10,27.26,NA,27.26,35.12,0.195,NA,63.47,NA,126.045,1,4,1,2016-03-29,2016-06-10,73,"Nautica"
"3667","D21",11,32.71,NA,32.71,77.99,3.39,NA,0.29,75.74,190.12,1,4,1,2016-03-29,2016-07-12,105,"Nautica"
"3668","D22",1,0.0452,0.0452,NA,0.0061,NA,NA,NA,NA,0.0513,1,4,1,2016-03-29,2016-04-07,9,"Tepary22"
"3669","D22",2,0.115,0.115,NA,0.027,NA,NA,NA,NA,0.142,1,4,1,2016-03-29,2016-04-14,16,"Tepary22"
"3670","D22",4,0.915,0.704,0.211,0.316,NA,NA,NA,NA,1.231,1,4,1,2016-03-29,2016-04-28,30,"Tepary22"
"3671","D22",5,3.373,0.653,2.72,2.099,NA,NA,NA,NA,5.472,1,4,1,2016-03-29,2016-05-05,37,"Tepary22"
"3672","D22",6,9.748,1.488,8.26,4.39,NA,NA,0.44,NA,14.578,1,4,1,2016-03-29,2016-05-12,44,"Tepary22"
"3673","D22",7,16.082,1.618,14.464,12.193,NA,NA,0.996,NA,29.271,1,4,1,2016-03-29,2016-05-20,52,"Tepary22"
"3674","D23",1,0.1093,0.1093,NA,0.0111,NA,NA,NA,NA,0.1204,1,4,1,2016-03-29,2016-04-07,9,"Avalanche"
"3675","D23",2,0.2833,0.2833,NA,0.1738,NA,NA,NA,NA,0.4571,1,4,1,2016-03-29,2016-04-14,16,"Avalanche"
"3676","D23",3,3.601,2.289,1.312,1.477,NA,NA,NA,NA,5.078,1,4,1,2016-03-29,2016-04-21,23,"Avalanche"
"3677","D23",4,2.944,2.658,0.286,0.992,NA,NA,NA,NA,3.936,1,4,1,2016-03-29,2016-04-28,30,"Avalanche"
"3678","D23",5,6.623,3.183,3.44,3.599,NA,NA,NA,NA,10.222,1,4,1,2016-03-29,2016-05-05,37,"Avalanche"
"3679","D23",6,11.878,2.368,9.51,8.72,NA,NA,NA,NA,20.598,1,4,1,2016-03-29,2016-05-12,44,"Avalanche"
"3680","D23",7,19.276,6.166,13.11,14.83,NA,NA,0.953,NA,35.059,1,4,1,2016-03-29,2016-05-20,52,"Avalanche"
"3681","D23",8,16.26,4.27,11.99,20.15,NA,NA,4.776,NA,41.186,1,4,1,2016-03-29,2016-05-27,59,"Avalanche"
"3682","D23",9,28.73,NA,28.73,38.93,0.899,NA,24.304,NA,92.863,1,4,1,2016-03-29,2016-06-03,66,"Avalanche"
"3683","D23",11,2.92,NA,2.92,30.64,2.65,NA,0,52.12,88.33,1,4,1,2016-03-29,2016-07-12,105,"Avalanche"
"3684","D24",1,0.06345,0.06345,NA,0.0052,NA,NA,NA,NA,0.06865,1,4,1,2016-03-29,2016-04-07,9,"Tepary32"
"3685","D24",2,0.1616,0.1616,NA,0.034,NA,NA,NA,NA,0.1956,1,4,1,2016-03-29,2016-04-14,16,"Tepary32"
"3686","D24",3,0.462,0.359,0.103,0.099,NA,NA,NA,NA,0.561,1,4,1,2016-03-29,2016-04-21,23,"Tepary32"
"3687","D24",4,2.761,1.264,1.497,0.845,NA,NA,NA,NA,3.606,1,4,1,2016-03-29,2016-04-28,30,"Tepary32"
"3688","D24",5,7.329,1.438,5.891,3.732,NA,NA,NA,NA,11.061,1,4,1,2016-03-29,2016-05-05,37,"Tepary32"
"3689","D24",6,10.277,2.677,7.6,3.6,NA,NA,0.151,NA,14.028,1,4,1,2016-03-29,2016-05-12,44,"Tepary32"
"3690","D24",7,29.91,2.12,27.79,15.11,NA,NA,2.445,NA,47.465,1,4,1,2016-03-29,2016-05-20,52,"Tepary32"
"3691","D25",1,0.062,0.062,NA,0.0092,NA,NA,NA,NA,0.0712,1,4,1,2016-03-29,2016-04-07,9,"Lightning"
"3692","D25",2,0.2992,0.2992,NA,0.0488,NA,NA,NA,NA,0.348,1,4,1,2016-03-29,2016-04-14,16,"Lightning"
"3693","D25",3,0.8,0.8,NA,0.183,NA,NA,NA,NA,0.983,1,4,1,2016-03-29,2016-04-21,23,"Lightning"
"3694","D25",4,3.656,3.229,0.427,1.346,NA,NA,NA,NA,5.002,1,4,1,2016-03-29,2016-04-28,30,"Lightning"
"3695","D25",5,6.019,4.929,1.09,2.736,NA,NA,NA,NA,8.755,1,4,1,2016-03-29,2016-05-05,37,"Lightning"
"3696","D25",6,2.22,0.98,1.24,3.76,NA,NA,0.34,NA,6.32,1,4,1,2016-03-29,2016-05-12,44,"Lightning"
"3697","D25",7,19.326,9.156,10.17,20.19,NA,NA,5.482,NA,44.998,1,4,1,2016-03-29,2016-05-20,52,"Lightning"
"3698","D25",8,9.826,5.166,4.66,14.55,NA,NA,10.05,NA,34.426,1,4,1,2016-03-29,2016-05-27,59,"Lightning"
"3699","D25",10,14.29,NA,14.29,20.36,2.214,NA,45.96,NA,82.824,1,4,1,2016-03-29,2016-06-10,73,"Lightning"
"3700","D25",11,2.914,NA,2.914,31.6,0.854,0.021,NA,74.13,109.519,1,4,1,2016-03-29,2016-07-12,105,"Lightning"
"3701","D26",1,0.0923,0.0923,NA,0.0034,NA,NA,NA,NA,0.0957,1,4,1,2016-03-29,2016-04-07,9,"CDCWM2"
"3702","D26",2,0.2703,0.2703,NA,0.0569,NA,NA,NA,NA,0.3272,1,4,1,2016-03-29,2016-04-14,16,"CDCWM2"
"3703","D26",3,0.582,0.549,0.033,0.183,NA,NA,NA,NA,0.765,1,4,1,2016-03-29,2016-04-21,23,"CDCWM2"
"3704","D26",4,3.07,2.826,0.244,1.382,NA,NA,NA,NA,4.452,1,4,1,2016-03-29,2016-04-28,30,"CDCWM2"
"3705","D26",5,3.795,2.625,1.17,3.144,NA,NA,NA,NA,6.939,1,4,1,2016-03-29,2016-05-05,37,"CDCWM2"
"3706","D26",6,14.513,5.723,8.79,13.52,NA,NA,3.599,NA,31.632,1,4,1,2016-03-29,2016-05-12,44,"CDCWM2"
"3707","D26",7,15.028,3.338,11.69,22.15,NA,NA,15.495,NA,52.673,1,4,1,2016-03-29,2016-05-20,52,"CDCWM2"
"3708","D26",9,6.26,NA,6.26,11.22,1.077,NA,32.973,NA,51.53,1,4,1,2016-03-29,2016-06-03,66,"CDCWM2"
"3709","D26",10,5.55,NA,5.55,13.89,3.435,NA,13.659,NA,36.534,1,4,1,2016-03-29,2016-06-10,73,"CDCWM2"
"3710","D26",11,3.4,NA,3.4,14.62,NA,NA,31.04,NA,49.06,1,4,1,2016-03-29,2016-07-12,105,"CDCWM2"
"3711","D27",1,0.083,0.083,NA,0.0108,NA,NA,NA,NA,0.0938,1,4,1,2016-03-29,2016-04-07,9,"Centa Pupil"
"3712","D27",2,0.3348,0.3348,NA,0.0562,NA,NA,NA,NA,0.391,1,4,1,2016-03-29,2016-04-14,16,"Centa Pupil"
"3713","D27",3,0.504,0.504,NA,0.117,NA,NA,NA,NA,0.621,1,4,1,2016-03-29,2016-04-21,23,"Centa Pupil"
"3714","D27",4,3.398,1.741,1.657,3.68,NA,NA,NA,NA,7.078,1,4,1,2016-03-29,2016-04-28,30,"Centa Pupil"
"3715","D27",5,8.223,4.863,3.36,4.556,NA,NA,NA,NA,12.779,1,4,1,2016-03-29,2016-05-05,37,"Centa Pupil"
"3716","D27",6,8.09,5.32,2.77,3.49,NA,NA,0.215,NA,11.795,1,4,1,2016-03-29,2016-05-12,44,"Centa Pupil"
"3717","D27",7,15.783,4.803,10.98,12.65,NA,NA,3.526,NA,31.959,1,4,1,2016-03-29,2016-05-20,52,"Centa Pupil"
"3718","D27",8,10.487,3.037,7.45,11.58,NA,NA,8.465,NA,30.532,1,4,1,2016-03-29,2016-05-27,59,"Centa Pupil"
"3719","D27",9,12.59,NA,12.59,19.82,0.48,NA,25.85,NA,58.74,1,4,1,2016-03-29,2016-06-03,66,"Centa Pupil"
"3720","D27",10,14.36,NA,14.36,14.87,0.07,NA,38.87,NA,68.17,1,4,1,2016-03-29,2016-06-10,73,"Centa Pupil"
"3721","D27",11,9.04,NA,9.04,23.045,1.194,NA,NA,60.21,93.489,1,4,1,2016-03-29,NA,NA,"Centa Pupil"
"3722","D28",1,0.0569,0.0569,NA,0.0089,NA,NA,NA,NA,0.0658,1,4,1,2016-03-29,2016-04-07,9,"AC compass"
"3723","D28",2,0.1265,0.1265,NA,0.023,NA,NA,NA,NA,0.1495,1,4,1,2016-03-29,2016-04-14,16,"AC compass"
"3724","D28",3,1.833,1.833,NA,1.435,NA,NA,NA,NA,3.268,1,4,1,2016-03-29,2016-04-21,23,"AC compass"
"3725","D28",4,2.095,1.659,0.436,0.725,NA,NA,NA,NA,2.82,1,4,1,2016-03-29,2016-04-28,30,"AC compass"
"3726","D28",5,6.847,3.957,2.89,4.279,NA,NA,NA,NA,11.126,1,4,1,2016-03-29,2016-05-05,37,"AC compass"
"3727","D28",6,10.648,5.478,5.17,3.97,NA,NA,0.191,NA,14.809,1,4,1,2016-03-29,2016-05-12,44,"AC compass"
"3728","D28",7,24.748,8.658,16.09,19.51,NA,NA,4.37,NA,48.628,1,4,1,2016-03-29,2016-05-20,52,"AC compass"
"3729","D28",8,11.381,1.236,10.145,15.759,NA,NA,10.952,NA,38.092,1,4,1,2016-03-29,2016-05-27,59,"AC compass"
"3730","D28",9,16.14,NA,16.14,23.12,0.724,NA,17.542,NA,57.526,1,4,1,2016-03-29,2016-06-03,66,"AC compass"
"3731","D28",10,8.65,NA,8.65,13.69,1.168,NA,20.47,NA,43.978,1,4,1,2016-03-29,2016-06-10,73,"AC compass"
"3732","D28",11,10.24,NA,10.24,33.75,3.21,0,NA,25.52,72.72,1,4,1,2016-03-29,2016-07-12,105,"AC compass"
"3733","D3",4,1.589,1.43,0.159,0.502,NA,NA,NA,NA,2.091,1,3,1,2016-03-29,2016-04-28,30,"OACThunder"
"3734","D30",9,34.26,NA,34.26,49.44,0.164,NA,23.738,NA,107.602,1,4,1,2016-03-29,2016-06-03,66,"VAX1"
"3735","D30",10,22.91,NA,22.91,36.5,0.121,NA,46.63,NA,106.161,1,4,1,2016-03-29,2016-06-10,73,"VAX1"
"3736","D30",11,8.89,NA,8.89,58.72,2.22,NA,48.04,NA,117.87,1,4,1,2016-03-29,2016-07-12,105,"VAX1"
"3737","D31",1,0.0247,0.0247,NA,0.0053,NA,NA,NA,NA,0.03,1,4,1,2016-03-29,2016-04-07,9,"Navigator"
"3738","D31",2,0.1835,0.1835,NA,0.0378,NA,NA,NA,NA,0.2213,1,4,1,2016-03-29,2016-04-14,16,"Navigator"
"3739","D31",3,0.53,0.53,NA,0.113,NA,NA,NA,NA,0.643,1,4,1,2016-03-29,2016-04-21,23,"Navigator"
"3740","D31",4,2.516,2.105,0.411,0.776,NA,NA,NA,NA,3.292,1,4,1,2016-03-29,2016-04-28,30,"Navigator"
"3741","D31",5,6.575,4.145,2.43,3.097,NA,NA,NA,NA,9.672,1,4,1,2016-03-29,2016-05-05,37,"Navigator"
"3742","D31",6,19.473,7.173,12.3,4.94,NA,NA,0.129,NA,24.542,1,4,1,2016-03-29,2016-05-12,44,"Navigator"
"3743","D31",8,28.838,4.392,24.446,28.92,NA,NA,11.252,NA,69.01,1,4,1,2016-03-29,2016-05-27,59,"Navigator"
"3744","D31",9,30.63,NA,30.63,57.94,0.289,NA,37.918,NA,126.777,1,4,1,2016-03-29,2016-06-03,66,"Navigator"
"3745","D31",10,14.03,NA,14.03,25.8,5.98,NA,31.99,NA,77.8,1,4,1,2016-03-29,2016-06-10,73,"Navigator"
"3746","D31",11,4.05,4.05,NA,32.1,1.86,NA,NA,32.06,70.07,1,4,1,2016-03-29,2016-07-12,105,"Navigator"
"3747","D32",1,0.0734,0.0734,NA,0.0094,NA,NA,NA,NA,0.0828,1,4,1,2016-03-29,2016-04-07,9,"OACRex"
"3748","D32",2,0.2036,0.2036,NA,0.0322,NA,NA,NA,NA,0.2358,1,4,1,2016-03-29,2016-04-14,16,"OACRex"
"3749","D32",3,1.92,1.92,NA,1.344,NA,NA,NA,NA,3.264,1,4,1,2016-03-29,2016-04-21,23,"OACRex"
"3750","D32",4,1.665,1.426,0.239,0.59,NA,NA,NA,NA,2.255,1,4,1,2016-03-29,2016-04-28,30,"OACRex"
"3751","D32",5,4.893,3.313,1.58,2.455,NA,NA,NA,NA,7.348,1,4,1,2016-03-29,2016-05-05,37,"OACRex"
"3752","D32",6,5.518,4.168,1.35,1.39,NA,NA,NA,NA,6.908,1,4,1,2016-03-29,2016-05-12,44,"OACRex"
"3753","D32",7,10.846,5.996,4.85,7.84,NA,NA,2.693,NA,21.379,1,4,1,2016-03-29,2016-05-20,52,"OACRex"
