HNO,plot,Code,cm^2,STDEV,Perimeter,Circ,,Round,Solidity,Lengths (cm) or Major,Minor,Angle,Length 2 cm
H4,65,B7,2.432,,14.249,,,,,2.057,1.505,20.431,
H4,65,B8,35.863,,44.808,,,,,8.175,5.586,99.427,
H4,65,B9,85.246,,59.173,,,,,12.276,8.842,136.158,
H4,65,B10,26.473,,38.845,,,,,6.314,5.338,27.79,
H4,65,B11,86.49,,56.595,,,,,11.409,9.652,84.76,
H4,65,B12,83.558,,65.203,,,,,12.575,8.46,104.751,
H4,65,B13,29.854,,31.009,,,,,8.812,4.313,153.466,
H4,65,B14,92.909,,67.097,,,,,15.141,7.813,133.585,
H4,65,B15,6.109,,20.957,,,,,3.265,2.382,14.383,
H4,65,B16,21.816,,30.324,,,,,5.638,4.927,143.318,
H4,65,B17,36.134,,30.154,,,,,9.887,4.653,170.027,
H4,65,B18,106.245,,80.791,,,,,12.708,10.645,100.388,
H4,65,B19,21.436,,39.993,,,,,6.046,4.514,3.66,
H4,65,B20,13.696,,22.005,,,,,4.467,3.903,137.477,
H4,65,B21,176.948,,87.724,,,,,16.916,13.319,66.673,
H4,65,B22,2.064,,14.419,,,,,1.8,1.46,45.411,
H4,65,B23,149.468,,107.463,,,,,15.413,12.347,66.824,
H4,65,B24,3.399,,10.83,,,,,2.694,1.606,115.814,
H4,65,Stem,208.041,,277.009,,,,,25.313,10.464,6.317,
H5,65,PL1,54.215,,7.882,,,,,,,130.674,
H5,65,V1,180.112,,13.798,,,,,,,139.65,
H5,65,V2,193.494,,15.611,,,,,,,64.357,
H5,65,V3,180.676,,14.119,,,,,,,12.027,
H5,65,V4,193.203,,14.116,,,,,,,140.923,
H5,65,V5,52.241,,6.919,,,,,,,26.652,
H5,65,B1,169.122,,104.911,,,,,18.44,11.677,31.843,
H5,65,B2,227.928,,88.892,,,,,19.941,14.554,109.539,
H5,65,B3,16.602,,23.617,,,,,5.15,4.105,0.712,
H5,65,B4,35.243,,42.304,,,,,8.218,5.46,145.054,
H5,65,B5,140.96,,91.543,,,,,17.689,10.146,131.795,
H5,65,B6,168.796,,107.11,,,,,19.685,10.918,143.618,
H5,65,B7,21.524,,30.101,,,,,7.31,3.749,138.194,
H5,65,B8,71.878,,74.991,,,,,11.605,7.886,35.377,
H5,65,B9,188.832,,114.444,,,,,16.998,14.144,124.493,
H5,65,B10,184.267,,214.455,,,,,17.111,13.711,81.855,
H5,65,B11,80.137,,76.844,,,,,11.696,8.724,162.569,
H5,65,B12,126.495,,80.347,,,,,13.952,11.543,112.269,
H5,65,B13,84.481,,76.073,,,,,11.159,9.639,1.1,
H5,65,B14,621.533,,775.615,,,,,42.879,18.456,17.093,
H5,65,B15,36.824,,55.734,,,,,7.073,6.629,34.274,
H5,65,B16,185.394,,114.733,,,,,19.314,12.222,118.351,
H5,65,B17,16.081,,53.189,,,,,4.744,4.316,37.092,
H5,65,B18,16.275,,30.543,,,,,4.988,4.154,141.393,
H5,65,B19,131.71,,93.896,,,,,15.812,10.606,143.236,
H5,65,B20,152.032,,101.811,,,,,15.059,12.855,109.145,
H5,65,B21,44.711,,41.383,,,,,8.136,6.997,138.216,
H5,65,B22,67.547,,49.197,,,,,10.149,8.474,105.8,
H5,65,B23,5.325,,12.37,,,,,2.701,2.51,157.829,
H5,65,B24,164.219,,91.299,,,,,17.3,12.086,44.675,
H5,65,B25,10.048,,23.19,,,,,4.524,2.828,82.611,
H5,65,B26,21.899,,32.09,,,,,6.727,4.145,64.138,
H5,65,B27,44.522,,50.937,,,,,9.778,5.797,133.35,
H5,65,B28,94.856,,64.142,,,,,12.409,9.733,124.253,
H5,65,B29,183.643,,106.61,,,,,16.198,14.435,163.499,
H5,65,B30,6.533,,26.031,,,,,3.831,2.172,157.393,
H5,65,B31,4.877,,21.313,,,,,2.586,2.401,172.358,
H5,65,B32,2.633,,17.19,,,,,2.411,1.39,168.654,
H5,65,B33,1.019,,9.958,,,,,1.278,1.016,57.145,
H5,65,B34,0.818,,10.208,,,,,1.474,0.707,61.293,
H5,65,STEM Length,1.081,,53.082,,,,,,,,
H5,65,Stem Area,362.198,,538.304,,,,,33.363,13.823,81.256,
H7,65,V1,152.826,,94.687,,,,,14.95,13.016,61.997,
H7,65,V2,137.772,,89.867,,,,,15.991,10.97,104.87,
H7,65,V3,315.417,,128.917,,,,,20.757,19.347,134.014,
H7,65,V4,221.126,,75.003,,,,,17.408,16.173,60.841,
H7,65,B1,43.665,,51.431,,,,,10.622,5.234,90.167,
H7,65,B2,210.45,,88.569,,,,,17.284,15.503,94.759,
H7,65,B3,120.336,,84.718,,,,,13.632,11.24,164.102,
H7,65,B4,214.474,,95.358,,,,,17.763,15.373,35.256,
H7,65,B5,119.76,,75.294,,,,,13.524,11.275,12.372,
H7,65,B6,169.953,,104.516,,,,,15.866,13.639,58.227,
H7,65,B7,118.359,,79.876,,,,,13.238,11.384,148.328,
H7,65,B8,145.385,,89.997,,,,,14.564,12.71,41.588,
H7,65,B9,109.523,,77.899,,,,,13.05,10.686,9.396,
H7,65,B10,179.431,,70.925,,,,,16.67,13.704,177.695,
H7,65,B11,55.436,,41.245,,,,,9.633,7.327,176.62,
H7,65,B12,182.973,,106.348,,,,,15.795,14.749,136.318,
H7,65,B13,113.11,,82.369,,,,,12.923,11.144,137.789,
H7,65,B14,129.312,,66.382,,,,,13.381,12.304,111.751,
H7,65,B15,108.502,,76.31,,,,,13.363,10.338,165.784,
H7,65,B16,106.442,,72.995,,,,,13.552,10.001,39.429,
H7,65,B17,37.979,,31.661,,,,,9.008,5.368,150.608,
H7,65,B18,82.725,,56.194,,,,,11.25,9.362,151.99,
H7,65,B19,133.292,,93.93,,,,,14.701,11.545,101.3,
H7,65,B20,202.417,,108.542,,,,,16.908,15.242,81.928,
H7,65,B21,54.496,,97.859,,,,,9.113,7.614,19.534,
H7,65,B22,124.999,,76.426,,,,,16.324,9.75,175.319,
H7,65,B23,101.013,,90.086,,,,,13.925,9.236,114.471,
H7,65,B24,131.909,,83.96,,,,,14.348,11.706,50.189,
H7,65,B25,67.733,,37.968,,,,,10.471,8.236,39.677,
H7,65,B26,298.288,,134.848,,,,,20.247,18.758,29.897,
H7,65,B27,200.89,,101.846,,,,,17.001,15.045,98.643,
H7,65,B28,146.001,,64.999,,,,,15.277,12.168,164.21,
H7,65,B29,130.981,,92.667,,,,,14.131,11.802,77.628,
H7,65,B30,139.534,,69.307,,,,,14.252,12.466,152.415,
H7,65,B31,213.869,,117.633,,,,,18.088,15.054,88.269,
H7,65,B32,35.478,,44.985,,,,,9.051,4.991,59.979,
H7,65,B33,157.878,,84.29,,,,,17.045,11.793,31.123,
H7,65,B34,202.718,,69.801,,,,,18.448,13.991,134.935,
H7,65,B35,34.549,,26.748,,,,,8.879,4.954,132.472,
H7,65,B36,127.915,,75.135,,,,,14.544,11.198,158.053,
H7,65,B37,34.758,,37.678,,,,,6.808,6.501,159.066,
H7,65,B38,197.413,,91.709,,,,,18.472,13.607,23.203,
H7,65,B39,111.694,,93.117,,,,,12.762,11.143,73.705,
H7,65,B40,238.978,,103.888,,,,,18.43,16.51,7.556,
H7,65,B41,88.617,,93.761,,,,,10.891,10.36,32.459,
H7,65,B42,41.05,,67.549,,,,,9.072,5.761,118.51,
H7,65,B43,98.533,,67.599,,,,,14.9,8.42,68.523,
H7,65,B44,131.254,,87.735,,,,,14.861,11.245,179.595,
H7,65,B45,18.196,,35.778,,,,,6.813,3.4,111.108,
H7,65,B46,188.54,,104.366,,,,,17.038,14.09,158.272,
H7,65,B47,77.668,,144.13,,,,,14.394,6.87,30.15,
H7,65,B48,91.353,,139.155,,,,,11.581,10.044,169.217,
H7,65,1,58.385,,65.508,,,,,11.786,6.307,174.886,
H7,65,2,101.818,,76.263,,,,,16.098,8.053,150.855,
H7,65,3,54.426,,62.461,,,,,9.492,7.3,23.077,
H7,65,4,170.257,,107.74,,,,,17.271,12.552,133.894,
H7,65,5,42.21,,58.067,,,,,9.347,5.75,1.164,
H7,65,6,256.533,,129.485,,,,,18.612,17.55,10.029,
H7,65,7,120.17,,72.522,,,,,14.609,10.474,143.106,
H7,65,8,101.326,,77.595,,,,,11.757,10.973,133.125,
H7,65,9,136.904,,89.397,,,,,14.768,11.803,16.612,
H7,65,10,203.431,,105.522,,,,,17.067,15.177,47.716,
H7,65,11,105.842,,70.761,,,,,12.185,11.059,86.043,
H7,65,12,133.089,,90.321,,,,,13.369,12.675,165.89,
H7,65,14,153.356,,88.893,,,,,15.79,12.366,138.484,
H7,65,15,214.516,,84.691,,,,,19.251,14.188,33.902,
H7,65,16,191.071,,123.881,,,,,16.818,14.466,176.942,
H7,65,17,61.431,,72.929,,,,,10.443,7.49,105.575,
H7,65,18,142.105,,88.945,,,,,19.38,9.336,148.448,
H7,65,19,75.152,,72.731,,,,,10.744,8.906,112.53,
H7,65,20,23.184,,33.238,,,,,7.084,4.167,78.339,
H7,65,21,4.504,,12.225,,,,,2.583,2.22,56.363,
H7,65,22,3.252,,8.942,,,,,2.502,1.655,12.222,
H7,65,23,7.589,,24.459,,,,,3.454,2.798,92.976,
H7,65,24,191.303,,125.761,,,,,16.828,14.474,176.49,
H7,65,25,18.603,,37.398,,,,,5.922,4,168.523,
H7,65,P1,7.077,,25.118,,,,,7.404,1.217,1.147,
H7,65,P2,13.946,,31.594,,,,,11.722,1.515,171.819,
H7,65,P3,7.59,,23.92,,,,,8.054,1.2,172.119,
H7,65,P4,8.491,,26.335,,,,,9.265,1.167,173.69,
H7,65,P5,9.976,,28.74,,,,,10.178,1.248,9.7,
H7,65,P6,7.872,,26.228,,,,,7.016,1.429,2.12,
H7,65,P7,11.633,,32.516,,,,,11.993,1.235,4.464,
H7,65,P8,4.785,,24.245,,,,,7.304,0.834,8.803,
H7,65,P9,4.624,,22.722,,,,,5.434,1.084,6.335,
H7,65,P10,10.296,,26.612,,,,,10.795,1.214,7.949,
H7,65,P11,7.45,,27.69,,,,,8.496,1.116,1.866,
H7,65,P12,9.567,,27.283,,,,,10.336,1.179,8.231,
H7,65,P13,8.242,,31.377,,,,,9.312,1.127,21.211,
H7,65,P14,10.717,,32.188,,,,,10.331,1.321,15.516,
H7,65,P15,4.952,,20.034,,,,,7.191,0.877,3.339,
H7,65,P16,2.788,,15.704,,,,,4.733,0.75,8.002,
H7,65,P17,1.281,,14.699,,,,,3.353,0.487,179.64,
H7,65,P18,2.923,,15.532,,,,,4.289,0.868,173.851,
H7,65,P19,5.702,,21.626,,,,,7.226,1.005,160.781,
H7,65,P20,5.651,,23.74,,,,,4.399,1.636,8.345,
H7,65,P21,2.35,,17.123,,,,,5.096,0.587,17.319,
H7,65,P22,1.971,,16.769,,,,,2.826,0.888,20.346,
H7,65,P23,2.535,,16.192,,,,,3.827,0.843,6.49,
H7,65,P24,0.451,,6.741,,,,,1.872,0.307,29.279,
H7,65,P25,3.524,,20.977,,,,,5.16,0.87,19.004,
H7,65,P26,2.946,,15.667,,,,,3.606,1.04,15.944,
H7,65,P27,4.76,,20.268,,,,,6.729,0.901,5.253,
H7,65,P28,7.763,,27.328,,,,,8.707,1.135,10.812,
H7,65,P29,1.61,,12.339,,,,,2.893,0.709,170.185,
H7,65,P30,0.684,,8.116,,,,,3.073,0.283,18.407,
H7,65,P31,1.98,,16.07,,,,,5.33,0.473,17.282,
H7,65,P32,2.333,,15.906,,,,,5.131,0.579,159.069,
H7,65,P33,1.186,,12.754,,,,,2.502,0.604,3.639,
H7,65,P34,1.041,,9.835,,,,,3.878,0.342,166.064,
H7,65,P35,2.001,,12.419,,,,,3.24,0.786,10.537,
H7,65,P36,2.408,,15.738,,,,,4.801,0.639,9.596,
H7,65,P37,0.713,,7.248,,,,,2.506,0.362,178.12,
H7,65,P38,0.571,,8.278,,,,,2.981,0.244,6.163,
H7,65,P39,0.581,,7.602,,,,,3.009,0.246,23.396,
H7,65,P40,0.737,,6.547,,,,,2.12,0.443,13.15,
H7,65,P41,0.984,,11.571,,,,,3.608,0.347,27.849,
H7,65,P42,1.178,,11.302,,,,,3.281,0.457,176.89,
H7,65,P43,0.4,,6.214,,,,,2.691,0.189,171.215,
H7,65,P44,2.189,,14.732,,,,,3.79,0.735,178.208,
H7,65,P45,0.871,,9.307,,,,,3.191,0.348,179.316,
H7,65,P46,1.571,,12.866,,,,,2.601,0.769,168.585,
H7,65,P47,0.783,,8.79,,,,,2.579,0.386,21.414,
H7,65,P48,0.558,,7.699,,,,,2.673,0.266,4.944,
H7,65,P49,0.127,,2.524,,,,,0.934,0.174,175.471,
H7,65,P50,1.171,,10.029,,,,,3.853,0.387,24.763,
H7,65,P51,2.469,,17.899,,,,,5.233,0.601,16.814,
H7,65,P52,0.752,,8.233,,,,,3.039,0.315,32.42,
H7,65,P53,1.746,,12.621,,,,,3.236,0.687,22.009,
H7,65,P54,0.614,,6.415,,,,,2.152,0.363,166.21,
H7,65,P55,0.764,,9.426,,,,,2.426,0.401,25.394,
H7,65,P56,0.444,,5.937,,,,,2.099,0.269,15.341,
H7,65,P57,0.445,,5.7,,,,,2.184,0.259,169.29,
H7,65,P58,1.677,,17.783,,,,,2.84,0.752,9.594,
H7,65,P59,2.594,,16.181,,,,,3.81,0.867,24.405,
H7,65,P60,3.153,,18.749,,,,,5.195,0.773,3.047,
H7,65,P61,2.071,,12.484,,,,,3.669,0.719,15.686,
H7,65,P62,3.196,,18.513,,,,,5.531,0.736,12.221,
H7,65,P63,0.707,,7.337,,,,,2.847,0.316,20.821,
H7,65,P64,2.839,,17.836,,,,,3.326,1.087,14.701,
H7,65,P65,1.07,,8.813,,,,,2.088,0.652,34.745,
H7,65,P66,0.228,,4.009,,,,,1.427,0.204,23.56,
H7,65,PCIII1,2.079,,13.017,,,,,2.685,0.986,31.395,
H7,65,PCIII2,1.184,,9.611,,,,,2.382,0.633,106.915,
H7,65,PCIII3,0.496,,4.93,,,,,1.576,0.401,3.537,
H7,65,PCIII4,0.532,,6.926,,,,,1.543,0.439,6.923,
H7,65,PCIII5,1.085,,11.116,,,,,2.769,0.499,11.766,
H7,65,PCIII6,0.779,,10.256,,,,,1.743,0.569,5.555,
H7,65,PCIII7,1.72,,13.078,,,,,3.576,0.612,0.11,
H7,65,STEM,,,55.53,,,,,,,,55.53
H7,65,Stem Area Select,750.999,,930.471,,,,,39.076,24.47,163.081,61.736
H8,65,V1,70.419,,49.917,,,,,9.788,9.161,179.494,
H8,65,V2,113.552,,78.464,,,,,13.306,10.866,154.168,
H8,65,V3,147.734,,88.76,,,,,15.091,12.464,106.966,
H8,65,V4,138.408,,97.635,,,,,14.039,12.552,12.176,
H8,65,V5,136.049,,72.813,,,,,14.55,11.905,177.544,
H8,65,V6,53.28,,52.431,,,,,11.541,5.878,142.062,
H8,65,B1,19.739,,36.01,,,,,7.101,3.539,98.41,
H8,65,B2,155.799,,138.312,,,,,15.197,13.053,89.896,
H8,65,B3,173.425,,86.762,,,,,15.346,14.389,175.489,
H8,65,B4,90.272,,65.121,,,,,18.36,6.26,94.67,
H8,65,B5,115.678,,63.605,,,,,12.905,11.414,12.623,
H8,65,B6,223.975,,97.907,,,,,18.249,15.627,5.161,
H8,65,B7,56.863,,51.143,,,,,9.778,7.405,165.049,
H8,65,B8,21.782,,22.38,,,,,5.905,4.697,78.001,
H8,65,B9,124.64,,71.744,,,,,13.487,11.767,59.605,
H8,65,B10,147.974,,81.264,,,,,14.857,12.682,0.691,
H8,65,B11,25.411,,33.888,,,,,7.303,4.43,151.945,
H8,65,B12,238.667,,88.704,,,,,18.515,16.412,9.581,
H8,65,B13,25.402,,43.97,,,,,7.29,4.436,165.839,
H8,65,B14,131.315,,81.484,,,,,14.106,11.852,35.229,
H8,65,B15,196.212,,123.505,,,,,16.973,14.719,27.101,
H8,65,B16,81.786,,57.494,,,,,10.869,9.581,88.055,
H8,65,B17,178.232,,87.136,,,,,17.981,12.62,65.955,
H8,65,B18,149.932,,83.486,,,,,13.987,13.648,82.764,
H8,65,B19,100.616,,57.364,,,,,12.474,10.27,51.439,
H8,65,B20,54.343,,66.069,,,,,9.494,7.288,1.895,
H8,65,B21,134.106,,68.783,,,,,13.189,12.946,165.647,
H8,65,B22,233.144,,108.786,,,,,20.269,14.646,94.823,
H8,65,B23,204.78,,100.19,,,,,16.626,15.682,7.533,
H8,65,B24,156.365,,91.284,,,,,14.143,14.077,144.03,
H8,65,B25,169.101,,73.588,,,,,16.189,13.299,1.913,
H8,65,B26,4.351,,14.488,,,,,2.826,1.96,140.238,
H8,65,B27,147.322,,72.635,,,,,13.764,13.628,17.422,
H8,65,B28,129.821,,94.812,,,,,13.118,12.6,72.373,
H8,65,B29,74.698,,82.254,,,,,12.802,7.429,1.337,
H8,65,B30,76.433,,48.836,,,,,12.688,7.67,99.495,
H8,65,B31,193.945,,102.658,,,,,17.532,14.085,45.496,
H8,65,B32,12.867,,23.598,,,,,5.193,3.155,171.774,
H8,65,B33,129.902,,67.595,,,,,14.408,11.479,165.396,
H8,65,B34,126.737,,81.287,,,,,13.973,11.549,44.989,
H8,65,B35,59.204,,34.014,,,,,9.851,7.652,132.645,
H8,65,B36,81.839,,56.554,,,,,11.053,9.428,59.657,
H8,65,B37,39.227,,54.544,,,,,9.401,5.313,81.837,
H8,65,B38,157.825,,88.624,,,,,15.57,12.906,54.101,
H8,65,B39,98.066,,67.365,,,,,11.431,10.923,45.122,
H8,65,B40,141.161,,90.115,,,,,15.46,11.626,148.934,
H8,65,B41,18.914,,43.904,,,,,6.602,3.648,172.298,
H8,65,B42,23.076,,38.881,,,,,7.163,4.102,76.332,
H8,65,B43,172.873,,105.584,,,,,18.532,11.877,66.153,
H8,65,B44,5.604,,16.11,,,,,3.169,2.251,105.144,
H8,65,Stem Length,1.198,,61.481,,,,,,,,61.481
H8,65,Stem Area Select,570.256,,632.806,,,,,35.998,20.17,32.808,
H8,65,P1,2.685,,19.068,,,,,3.066,1.115,3.173,
H8,65,P2,2.114,,14.984,,,,,4.717,0.571,2.117,
H8,65,P3,1.093,,8.177,,,,,2.431,0.572,160.733,
H8,65,P4,0.997,,10.343,,,,,2.695,0.471,5.802,
H8,65,P5,0.506,,5.543,,,,,2.109,0.305,164.03,
H8,65,P6,15.404,,32.338,,,,,12.515,1.567,174.649,
H8,65,P7,16.7,,33.505,,,,,13.581,1.566,174.928,
H8,65,P8,14.074,,31.276,,,,,12.701,1.411,178.976,
H8,65,P9,8.738,,29.979,,,,,9.468,1.175,3.546,
H8,65,P10,8.244,,22.203,,,,,9.078,1.156,3.876,
H8,65,P11,7.483,,25.658,,,,,8.499,1.121,178.048,
H8,65,P12,11.621,,29.354,,,,,11.182,1.323,0.403,
H8,65,P13,7.348,,26.516,,,,,6.606,1.416,177.684,
H8,65,P14,7.309,,26.83,,,,,9.046,1.029,176.597,
H8,65,P15,5.41,,22.645,,,,,7.528,0.915,7.703,
H8,65,P16,6.952,,20.644,,,,,7.105,1.246,174.814,
H8,65,P17,16.623,,48.668,,,,,6.304,3.357,4.492,
H8,65,P18,4.181,,16.761,,,,,4.721,1.128,1.053,
H8,65,P19,3.031,,16.301,,,,,6.552,0.589,178.985,
H8,65,P20,0.339,,3.94,,,,,1.447,0.298,166.642,
H8,65,P21,2.833,,16.347,,,,,4.829,0.747,179.71,
H8,65,P22,2.096,,12.983,,,,,3.597,0.742,170.782,
H8,65,P23,3.212,,16.43,,,,,4.678,0.874,3.55,
H8,65,P24,2.478,,13.675,,,,,3.846,0.82,173.336,
H8,65,P25,1.048,,9.514,,,,,2.571,0.519,0.098,
H8,65,P26,1.163,,9.314,,,,,2.421,0.611,177.514,
H8,65,P27,1.115,,8.173,,,,,2.65,0.536,2.941,
H8,65,P28,0.764,,9.308,,,,,1.825,0.533,12.582,
H8,65,P29,0.986,,10.215,,,,,2.417,0.519,172.637,
H8,65,P30,1.017,,8.266,,,,,3.249,0.399,175.856,
H8,65,P31,0.56,,6.721,,,,,1.519,0.469,33.694,
H10,24,P1,2.449,,9.201,,,,,3.617,0.862,66.243,
H10,24,P2,4.362,,20.642,,,,,4.106,1.353,93.045,
H10,24,P3,5.323,,19.077,,,,,5.009,1.353,90.367,
H10,24,P4,4.015,,30.137,,,,,4.195,1.219,90.24,
H10,24,P5,4.787,,14.687,,,,,4.779,1.275,107.528,
H10,24,P6,4.336,,18.445,,,,,4.208,1.312,77.112,
H10,24,P7,6.865,,25.008,,,,,5.733,1.525,89.818,
H10,24,P8,8.071,,21.027,,,,,6.537,1.572,83.025,
H10,24,P9,7.263,,19.202,,,,,5.842,1.583,93.672,
H10,24,P10,10.034,,24.365,,,,,7.245,1.763,73.299,
H10,24,P11,7.075,,18.857,,,,,6.267,1.437,88.942,
H10,24,P12,8.554,,21.853,,,,,7.165,1.52,93.487,
H10,24,P13,6.821,,18.098,,,,,5.539,1.568,83.953,
H10,24,P14,4.308,,15.955,,,,,4.763,1.152,91.325,
H10,24,P15,7.965,,20.263,,,,,5.534,1.833,87.729,
H10,24,P16,5.503,,17.51,,,,,5.88,1.192,82.968,
H10,24,P17,5.479,,16.069,,,,,5.43,1.285,79.509,
H10,24,P18,8.301,,15.508,,,,,6.786,1.557,91.801,
H10,24,P19,4.931,,18.799,,,,,6.256,1.004,91.529,
H10,24,P20,8.441,,14.013,,,,,5.748,1.87,78.982,
H10,24,P21,5.528,,15.529,,,,,5.828,1.208,87.207,
H10,24,P22,4.618,,16.206,,,,,5.65,1.041,93.752,
H10,24,P23,3.324,,11.877,,,,,4.447,0.952,85.455,
H10,24,P24,7.159,,15.883,,,,,7.365,1.238,81.419,
H10,24,P25,7.434,,13.148,,,,,5.731,1.652,91.932,
H10,24,P26,2.3,,10.526,,,,,4.415,0.663,68.118,
H10,24,P27,5.925,,14.585,,,,,6.936,1.088,81.906,
H10,24,P28,5.796,,14.281,,,,,6.273,1.176,79.568,
H10,24,P29,9.426,,24.268,,,,,8.214,1.461,90.632,
H10,24,P30,9.016,,18.968,,,,,9.058,1.267,78.664,
H10,24,P31,9.826,,17.951,,,,,8.096,1.545,94.914,
H10,24,P32,9.758,,18.264,,,,,7.988,1.555,79.847,
